 ,DA,SA,LL,TV,VEC,CBT
1e-05,600,20501,463309,12700,19500,2000
2e-05,300,400,370907,1200,500,1400
3e-05,400,7500,356207,9500,4100,1100
4e-05,700,39501,529110,2700,37701,2700
5e-05,1100,9800,357007,14100,4500,2700
6e-05,1300,16601,370407,7600,17000,1900
7e-05,1200,15301,390007,10400,15901,2500
8e-05,600,25200,369807,6000,16801,1600
9e-05,1100,300,357107,1100,500,3500
0.0001,600,29800,356307,3500,21401,1400
0.0002,700,30601,474409,15300,31401,1600
0.0003,1000,24800,474909,15901,26200,1100
0.0004,1800,6400,358907,8200,4600,2200
0.0005,1400,15200,445909,7300,12900,2000
0.0006,600,7500,357307,7900,6000,1500
0.0007,800,17600,357107,17500,16101,1400
0.0008,1200,2100,586911,8800,3400,1600
0.0009,1100,24900,361007,11700,22501,1300
0.001,1000,16300,359607,10200,11901,1300
0.002,1600,13800,489110,19900,14901,1800
0.003,1300,34001,551610,12701,28500,2200
0.004,1400,8000,512710,11100,7400,1700
0.005,2000,4500,517910,11400,6600,1800
0.006,1900,17200,565711,22000,17501,1500
0.007,1200,2300,562211,5500,1100,1800
0.008,1100,4100,360007,12500,4600,2500
0.009,1400,21700,410508,19400,23101,1400
0.01,1100,4500,418408,22401,7000,1500
0.02,2200,26901,373807,5900,18301,2000
0.03,14201,25500,632712,15600,24701,2100
0.04,1800,3000,419708,11200,3300,1500
0.05,1200,5501,441808,10400,5800,1100
0.06,2100,39001,549610,21501,36301,1600
0.07,3900,13800,402108,18401,13400,3000
0.08,1800,6400,391007,10800,7701,1300
0.09,1400,5200,561410,12401,5000,1600
0.1,3501,16000,850416,16300,16400,2600
0.2,900,12500,480609,16000,8901,1600
0.3,1000,3700,484809,7500,3801,1300
0.4,1800,23501,569611,13300,23500,1500
0.5,1300,17800,818716,19900,18000,1100
0.6,4600,19000,2003129,20501,21400,2000
0.7,4100,5200,1926938,13000,6500,2100
0.8,1700,14500,2081540,12200,14901,2500
0.9,1400,32201,763114,18500,30001,1300
1,1200,31200,835116,24501,29000,1600
