 ,DA,SA,LL,TV,VEC,CBT
1e-05,700,42101,508010,2300,43101,2000
2e-05,1000,6400,370007,9300,8100,1700
3e-05,700,39901,474309,5900,38801,1200
4e-05,500,16800,357307,15200,15600,1301
5e-05,500,9801,356607,16600,10000,2200
6e-05,900,13201,356607,10400,12400,1500
7e-05,1600,5100,357607,13100,5300,1300
8e-05,1000,1600,505810,7000,3700,1800
9e-05,800,29701,376707,21201,31000,1700
0.0001,700,23401,359207,16700,22100,1600
0.0002,900,13000,357607,9300,11000,1300
0.0003,900,12800,357807,10200,10900,1900
0.0004,1200,16600,472010,17100,13800,2100
0.0005,1000,7000,400208,10901,6600,1600
0.0006,700,15301,358907,9000,12600,1300
0.0007,1300,12200,357007,15201,8700,1900
0.0008,800,15301,356807,9000,11500,2600
0.0009,1100,13101,371807,9300,10300,1900
0.001,1200,25901,474109,10100,23101,1700
0.002,1100,9100,374908,13500,8900,1900
0.003,1100,9800,496810,13000,10600,1601
0.004,1300,22201,360107,13000,14800,1300
0.005,1600,27301,542410,25000,25801,1201
0.006,1300,23000,389208,17100,22201,1400
0.007,2100,5500,384808,15000,7200,1500
0.008,1500,28301,364607,7500,21601,1300
0.009,1200,18200,365908,12600,15000,1200
0.01,1200,22801,361907,12500,21501,1700
0.02,2000,11800,376208,22600,12200,2500
0.03,3100,20400,449608,19200,18400,1601
0.04,1700,72201,586811,26800,23501,2200
0.05,2500,40300,601212,24600,37401,2000
0.06,2000,34700,414308,7300,34101,2400
0.07,2000,22500,706714,20400,20401,2100
0.08,2100,25500,483210,11200,20400,1500
0.09,2601,24200,419408,21700,22500,1400
0.1,1500,9301,659612,16401,9400,2500
0.2,3100,31201,1082720,36001,30901,3100
0.3,1800,3800,541410,9100,2400,2200
0.4,1500,13401,609911,14600,8301,1700
0.5,2400,33700,856317,18300,30301,1300
0.6,1600,27100,613712,19701,25700,2200
0.7,1700,30201,674313,16000,28500,1800
0.8,1900,12300,709414,17500,11500,2100
0.9,2100,32001,1212823,18800,29201,2200
1,1800,40301,2319944,29800,38401,2000
