 ,DA,SA,LL,TV,VEC,CBT
1e-05,800,35301,531610,9300,27401,1500
2e-05,400,25101,356507,17700,22700,2400
3e-05,600,16300,362107,12900,14601,1400
4e-05,500,18500,366607,15000,15001,1200
5e-05,300,30100,372607,6801,21000,1300
6e-05,500,36101,430708,13701,34900,1000
7e-05,400,11700,357707,9500,10500,1700
8e-05,400,12400,356107,14200,8800,1600
9e-05,600,14200,356407,10700,8800,1600
0.0001,1900,12001,525310,11000,10700,1700
0.0002,700,36701,374207,15400,37901,1400
0.0003,1600,32401,487509,26301,28600,1300
0.0004,900,21300,420908,16301,14800,1400
0.0005,1100,700,369007,3600,1000,1300
0.0006,900,3000,360007,7600,1900,1300
0.0007,1100,25700,563211,17600,24001,1600
0.0008,1000,10501,579011,15800,10800,1700
0.0009,1700,46601,635512,11801,42300,2500
0.001,800,13600,359207,9600,11501,2900
0.002,1500,1600,441208,4400,2500,1401
0.003,1700,13500,469509,21401,12000,1600
0.004,2700,7000,368407,11500,8201,2300
0.005,1500,13600,392807,12701,14200,2000
0.006,1900,1100,451409,2900,1400,1600
0.007,2900,25101,401108,15000,23000,1600
0.008,1800,40400,562311,5200,35601,1800
0.009,1100,30300,368107,11301,24000,2000
0.01,1700,41001,530510,7100,39101,1600
0.02,1600,19400,388508,27300,17301,1800
0.03,3101,46500,623811,3200,47000,2401
0.04,2700,6001,416508,24500,5200,1900
0.05,1700,4100,409508,11700,3600,1800
0.06,2000,34701,434808,22600,34501,2401
0.07,2400,36401,637112,22200,33801,1500
0.08,1700,9700,482510,9500,10000,1500
0.09,3100,25601,421308,21400,25601,2600
0.1,2400,11300,416008,19900,9901,1500
0.2,1901,21100,474008,3600,18401,1700
0.3,1200,37401,648113,12800,33700,2200
0.4,1200,31901,555310,5100,29100,2601
0.5,2500,5900,806915,16801,6100,1600
0.6,1500,18400,621412,12000,15401,1700
0.7,2400,7900,678213,13100,7000,2100
0.8,2600,35300,1256524,16000,37601,2001
0.9,1300,11800,768515,9200,9001,2200
1,1701,13100,778814,8901,13400,1900
