 ,DA,SA,LL,TV,VEC,CBT
1e-05,700,44501,527610,3800,43801,1100
2e-05,500,19600,358607,3300,19701,2700
3e-05,1300,20401,529310,14900,18801,1900
4e-05,600,28300,358807,20400,25701,1400
5e-05,500,20800,353307,10600,11601,1300
6e-05,1400,7200,353807,12601,7600,1500
7e-05,1200,7500,579011,20901,7700,1600
8e-05,1100,28901,362007,12900,25900,1700
9e-05,700,6400,357107,9100,4601,1800
0.0001,600,4700,357107,16000,4800,1700
0.0002,1000,19200,462009,17100,19401,2000
0.0003,900,12700,359306,11401,7800,1300
0.0004,500,31801,487909,8000,28301,1400
0.0005,700,10400,357607,11101,9900,3700
0.0006,1100,19001,360007,18900,18400,1900
0.0007,1800,18600,377707,11601,18000,2700
0.0008,1201,16600,360606,22101,16300,1700
0.0009,1000,15601,362107,9000,11500,3700
0.001,2700,2901,411307,9801,2800,2600
0.002,1400,6301,362506,12500,6300,2101
0.003,1500,8300,363107,17400,6800,1800
0.004,1600,5800,368107,13800,4100,1800
0.005,2301,4900,516809,12801,4700,1800
0.006,2800,4700,373607,16900,6000,2600
0.007,1600,18601,594111,20300,17801,1600
0.008,1800,26101,379607,20600,23401,1700
0.009,2500,7200,609412,14200,8100,1500
0.01,1600,26201,378607,9100,24201,1900
0.02,3200,29601,414108,18100,28301,1300
0.03,1200,14001,364907,11600,14600,1800
0.04,4600,2300,642612,8800,4400,1701
0.05,2300,29800,608412,26900,27501,1900
0.06,1500,16401,389907,10000,13101,1700
0.07,1500,25301,388207,7300,25001,1300
0.08,1600,12700,415608,11801,10900,2300
0.09,13000,31301,523310,8701,29500,2000
0.1,1800,3100,455309,13200,2700,1600
0.2,2000,31400,528512,7800,28701,1400
0.3,1500,25101,896417,5800,23000,2300
0.4,2800,34601,558611,7700,32700,1700
0.5,1600,16700,870317,13000,15100,2000
0.6,1500,15800,633312,21801,14700,1700
0.7,1400,40300,955118,9100,38600,2300
0.8,2700,2700,1007719,5300,1700,1900
0.9,1600,25801,730114,12900,32201,1200
1,1300,7200,808916,7700,6800,1800
