 ,DA,SA,LL,TV,VEC,CBT
1e-05,700,31601,564911,10200,31801,2200
2e-05,600,12500,358107,12900,11401,2200
3e-05,300,2400,356807,3300,1700,2500
4e-05,1100,5100,522410,14200,4800,1800
5e-05,1000,39801,571011,8600,37701,2200
6e-05,500,28400,525810,15301,25400,2300
7e-05,900,8700,357307,22901,8300,1600
8e-05,1200,3901,608911,7400,4100,1800
9e-05,900,16300,530110,18300,17101,1800
0.0001,1500,10200,600411,15101,11300,2100
0.0002,800,13700,365207,13200,14301,2000
0.0003,1700,44000,587912,5500,42201,1800
0.0004,1400,16700,477909,12500,15601,1600
0.0005,1000,2500,360906,3901,1200,2600
0.0006,1600,35101,438608,22400,33201,1700
0.0007,1700,30500,357807,14500,28501,1900
0.0008,1000,300,368107,1800,700,3000
0.0009,1400,19301,497109,16800,17201,1600
0.001,1300,7700,363507,11500,6701,2400
0.002,2000,4200,382008,13800,3400,1800
0.003,1500,1900,363707,7400,2500,3000
0.004,1700,1500,364607,2800,1000,2300
0.005,1200,23700,365307,2900,23301,1700
0.006,1600,8700,362407,17000,7601,3600
0.007,1200,13501,386707,14000,10601,2000
0.008,1200,27801,365906,24901,24500,2000
0.009,2900,9500,611712,17100,11400,1900
0.01,1700,4400,606811,8300,3201,1800
0.02,2100,35501,375908,30100,33701,1700
0.03,1500,1600,479010,3300,900,2000
0.04,3800,44700,675713,4200,44601,2200
0.05,1600,3600,596412,9100,4300,3000
0.06,1400,10000,374108,10000,8700,1900
0.07,2200,1000,383908,3200,1000,1300
0.08,1901,8000,598311,12800,8400,1900
0.09,1801,28300,563110,23501,28600,1700
0.1,2600,41901,813915,22401,38200,1500
0.2,2800,11300,502010,18900,7700,1700
0.3,2000,33101,854216,30700,34601,1601
0.4,1500,21201,544710,8700,20401,2500
0.5,1400,23501,1017319,25601,22300,3600
0.6,1500,17600,1273425,25400,19501,1600
0.7,1600,30601,1574730,22000,26901,2200
0.8,2700,37901,696113,7300,31001,1600
0.9,1300,18500,762115,10100,17500,1700
1,2400,30700,1810735,7700,31301,3100
