 ,DA,SA,LL,TV,VEC,CBT
1e-05,500,17800,481910,16600,20700,1300
2e-05,600,21700,502410,11200,19200,1500
3e-05,300,3300,459709,4000,3300,1400
4e-05,400,27101,353307,10600,25500,1800
5e-05,500,26700,359807,18501,25300,1700
6e-05,500,4600,358607,7200,6100,1300
7e-05,500,15801,408907,12901,12000,2100
8e-05,800,20700,370207,14500,19101,1000
9e-05,700,2900,356506,12901,2900,1700
0.0001,400,24200,356807,4700,18900,1100
0.0002,1000,26701,360807,11500,25701,1600
0.0003,1000,36800,485810,13800,34601,1500
0.0004,1100,40801,513110,17500,44201,1400
0.0005,600,10000,455009,14200,11101,2300
0.0006,1000,20600,513410,19600,19101,1700
0.0007,700,25100,364507,14500,24701,1600
0.0008,1200,20100,385008,8900,22000,1500
0.0009,1400,5600,359207,11400,5300,1200
0.001,1400,40801,475909,8100,40701,1400
0.002,1400,24000,366007,19201,23300,1800
0.003,1200,35001,404108,12800,25901,1100
0.004,700,30501,369507,11200,30900,1200
0.005,1200,2800,358007,13301,3700,1400
0.006,2100,47601,577111,12001,45701,1500
0.007,1300,4700,359307,12000,6401,1500
0.008,1200,4400,360607,12600,5601,1500
0.009,3200,43501,618412,18100,39501,2200
0.01,4200,24200,386808,16800,22900,3500
0.02,1200,5800,365807,9500,4700,2400
0.03,1300,5201,364607,14900,5400,1400
0.04,2300,5400,540810,17500,7000,1700
0.05,1200,9600,380801,11200,7800,1400
0.06,3700,25501,723410,28701,27400,3400
0.07,2200,27001,729712,7800,25301,1800
0.08,1500,30001,484008,18300,33001,1000
0.09,1400,8400,388607,14000,7701,1600
0.1,2800,43901,673306,8200,42401,1800
0.2,1800,22101,775615,25700,21201,1700
0.3,1700,34601,557610,15801,32700,1700
0.4,1000,16201,548610,10600,16801,1200
0.5,1600,15100,593011,10400,14700,1900
0.6,1700,15300,1392426,15701,14400,1700
0.7,2100,6900,659713,17300,7300,2200
0.8,1900,35401,694113,5200,32801,1800
0.9,1400,12501,739414,18900,11300,1700
1,3500,9100,1038120,17300,9100,2200
