 ,DA,SA,LL,TV,VEC
1e-05,1300,7543505,59554134,35300,1072515
2e-05,1200,4027956,60060841,56900,590809
3e-05,1000,24395342,59492032,42901,3782753
4e-05,1100,18666961,61396559,84501,2914841
5e-05,1100,16511331,61063354,93202,2542235
6e-05,1000,23887934,60401246,86901,3654051
7e-05,1000,16567732,60804251,100202,2515735
8e-05,1100,20210883,59729536,66701,3127943
9e-05,900,20845292,61110456,94101,3188044
0.0001,900,13325087,62309872,81101,2048529
0.0002,1100,24620944,64966010,65201,7874710
0.0003,1400,8139214,59901538,53601,1175416
0.0004,2200,22081309,60426845,81102,3489048
0.0005,1300,3471949,60094741,40200,485907
0.0006,1500,19852078,68140654,104601,3198445
0.0007,2400,17207841,61192956,80601,2620637
0.0008,1701,5311474,59425631,47501,738110
0.0009,2900,12418774,59880238,52501,1885426
0.001,2300,23860034,59706035,85701,3456949
0.002,2200,12883080,59613433,78101,1892126
0.003,3400,2605037,60078038,42701,381605
0.004,2700,5296074,59230828,55701,746410
0.005,3200,19430472,59977738,101001,2972641
0.006,3000,12640776,60013139,77301,1992427
0.007,3600,24011335,60359643,87001,3702852
0.008,2600,4162058,60166440,36400,607009
0.009,2400,25183451,60012836,59501,3978255
0.01,3200,9524733,59338030,37501,1522621
0.02,3800,16934123,59538985,108102,2488732
0.03,3800,9147932,59545154,46101,1335519
0.04,2700,24385746,58715735,58901,3743653
0.05,2600,16780938,57577216,113502,2593936
0.06,4100,2268132,58384425,19601,299304
0.07,3200,685709,58086921,39000,103802
0.08,2800,7815010,57578314,31500,1116416
0.09,4000,16188329,59045535,52400,2459235
0.1,3700,4288261,58717629,50001,637609
0.2,3500,21503596,59854424,37600,3363147
