 ,DA,SA,LL,TV,VEC
1e-05,1500,16098030,59047444,110501,2404835
2e-05,1900,23664438,58888441,97902,3423249
3e-05,1000,14235604,59718353,83401,2106531
4e-05,1100,20914299,59903856,110201,3136745
5e-05,2900,17355348,58799840,104402,2718739
6e-05,1400,19692181,59878055,100002,3017543
7e-05,1400,27052187,58818140,12601,3918856
8e-05,1200,24042994,61249481,76098,2942542
9e-05,1600,11480971,58814029,68999,1691966
0.0001,1000,1862963,60951886,46699,246595
0.0002,2600,23179538,59219621,112298,3480231
0.0003,1400,20691696,65878641,99302,3094444
0.0004,1700,18639366,59363549,78501,2916442
0.0005,1800,15471121,60101559,91201,2335133
0.0006,1700,10056444,58807740,43701,1466821
0.0007,1600,7215536,58913305,55201,1091021
0.0008,3500,18137541,59644619,418308,2802252
0.0009,1700,2271143,59832723,42401,348906
0.001,2300,11294712,59596918,59701,1652131
0.002,4200,22987278,60055825,73401,3978648
0.003,2200,760797,59418258,19100,112900
0.004,2900,2060826,60010472,42201,312704
0.005,2800,18613690,59009321,84701,2805344
0.006,2500,23015198,59194068,75101,3533246
0.007,2300,20791187,59182734,92501,3208829
0.008,2300,22125293,59113384,75901,3400545
0.009,2800,17887942,58853727,77401,2947157
0.01,2700,23845376,58782927,93101,3633658
0.02,3301,652109,59623253,38301,94601
0.03,2800,25352861,59401447,48300,3810055
0.04,2200,18913768,59158739,72201,2881641
0.05,3000,10629551,58535530,43601,1559322
0.06,3000,11594765,58737136,51901,1692124
0.07,3001,3721952,58275128,24700,507807
0.08,3300,7636208,59151141,31301,1093515
0.09,3800,25874997,59811017,49601,3997461
0.1,3500,4557363,58779413,17400,674010
0.2,4700,6834897,58237630,47101,945513
