 ,DA,SA,LL,TV,VEC
1e-05,10100,5388779,10068646,23612343,6627496
2e-05,4900,4612967,9504738,25922976,6850100
3e-05,4100,4568966,9313535,24105750,6569296
4e-05,5801,4663967,17435253,22510627,6048587
5e-05,5200,4297462,9155433,22716230,6082788
6e-05,5300,4676568,9506939,22623528,7188204
7e-05,6500,4585467,9664340,22506227,6078088
8e-05,6100,8756727,15688727,28588516,6310091
9e-05,5701,4627667,9528038,22504827,6034587
0.0001,6700,4696469,9514338,23086535,6083789
0.0002,6600,4551055,9471615,23139481,6070474
0.0003,8800,4321753,9248413,22708576,6027473
0.0004,9601,4619856,9440214,22515474,6040474
0.0005,6900,4605956,9424615,22551874,6111474
0.0006,7800,4771658,9242712,22584775,7077686
0.0007,10200,4391363,9436436,22526424,6113188
0.0008,7700,4650570,9433940,22506934,6024190
0.0009,12300,4669170,9673344,22523834,6022890
0.001,10200,4667870,9525841,22614637,6059290
0.002,11000,4891572,9444339,22547931,11105364
0.003,11801,4699369,9558242,22872840,6287993
0.004,12000,9498040,12271581,22596232,6099190
0.005,13000,4759870,9538240,22533830,6061189
0.006,11000,4625868,9801645,23206841,6090590
0.007,11300,4536966,9418138,22598429,6133490
0.008,12000,4801369,9719339,22582622,6082587
0.009,14501,4747668,9544337,22583126,6082488
0.01,11901,5590280,9426235,22560323,6025087
0.02,16900,4656866,9066330,22648524,6199889
0.03,25701,4653566,9183731,22592923,15161216
0.04,59501,4420063,8971728,27810897,6571094
0.05,76802,4832469,8894927,22937227,6114588
0.06,76901,4676968,9346935,22734629,6150989
0.07,88001,4714268,9251233,22676024,6048287
0.08,92001,4696667,9352133,22836625,6080386
0.09,112002,4488664,9334233,23084229,6151087
0.1,111902,4723465,10181340,22702312,6112884
0.2,113802,4785968,9465435,22641723,6037686
0.3,291505,4338161,9232431,22805524,6160087
