 ,DA,SA,LL,TV,VEC
1e-05,1100,3861456,60921071,22500,572808
2e-05,1100,12562279,61118074,69701,1910727
3e-05,1100,2706538,60203961,28601,412505
4e-05,1000,13739597,61004072,81401,1998628
5e-05,1500,10506050,59598152,68101,1497421
6e-05,1300,14973014,59480451,75701,2217031
7e-05,1200,3250747,59891756,36801,447306
8e-05,1900,4243061,60847970,46300,598309
9e-05,1500,14006500,59542451,98902,2076230
0.0001,1600,25886970,59380449,70601,3869255
0.0002,900,4911670,62484390,37500,527208
0.0003,1400,10015443,60049655,42101,1492921
0.0004,1500,13313389,59525648,123502,2130430
0.0005,1700,22885326,59534747,97602,3492450
0.0006,1600,6349090,59468147,33100,904013
0.0007,3400,21910712,59740851,17700,3362648
0.0008,1900,18425262,60495060,65401,2829541
0.0009,2300,12981184,59606947,57101,1925027
0.001,2100,13838197,59834950,98501,2075330
0.002,2400,22151715,59362245,75601,3386348
0.003,2400,23939541,58327629,43801,3572551
0.004,2800,3330047,58822536,56601,479007
0.005,2900,15081014,59360245,96601,2361634
0.006,2500,2415634,58413231,47100,322105
0.007,4000,22570521,61619176,77201,3442449
0.008,3100,20632094,58559832,50601,3126444
0.009,2700,16699937,60156755,114802,2471635
0.01,3900,23575535,58929638,35301,3654852
0.02,2200,3235146,58039825,26901,453106
0.03,4600,23353932,58709635,16400,3556051
0.04,2900,25770766,59105942,22500,3941056
0.05,3700,3157445,58236728,48200,438407
0.06,4200,19789200,57636673,24100,2972945
0.07,5201,5958386,57790238,37100,818612
0.08,2900,16901040,58781737,56101,2564236
0.09,3700,1832126,59949755,21000,228304
0.1,3500,23359233,59369646,35401,3473449
0.2,3700,6774696,58746037,46501,945113
