 ,DA,SA,LL,TV,VEC
1e-05,1200,300,17500,1700,100
2e-05,1600,201,10700,2300,200
3e-05,800,300,8200,2900,200
4e-05,800,500,4200,2000,200
5e-05,901,300,12400,1500,200
6e-05,1700,200,10600,2000,200
7e-05,500,100,3900,900,200
8e-05,900,100,11200,2000,200
9e-05,800,200,15500,2800,200
0.0001,700,300,8900,2000,200
0.0002,1200,700,12301,2200,100
0.0003,900,300,17000,2401,200
0.0004,800,200,6700,2100,200
0.0005,1200,300,9400,3400,200
0.0006,800,200,4500,1900,100
0.0007,900,200,16000,1800,600
0.0008,800,200,17900,1100,700
0.0009,800,300,15600,2100,100
0.001,1300,300,5600,2200,300
0.002,2000,200,9300,1800,500
0.003,2600,300,2700,1800,200
0.004,2400,300,14800,2000,300
0.005,2800,300,11300,2000,200
0.006,1600,300,15600,3300,200
0.007,3000,600,1301,1600,200
0.008,2500,100,4800,1100,200
0.009,2801,900,9800,1500,100
0.01,2000,300,13800,1300,200
0.02,3500,300,16600,1200,100
0.03,2700,200,9000,1400,300
0.04,3000,300,13000,1300,200
0.05,2600,200,15600,1400,200
0.06,1700,300,13300,1200,100
0.07,2401,500,2400,1200,700
0.08,2100,200,11600,1300,300
0.09,2600,300,18400,1601,200
0.1,3800,300,16900,1500,300
0.2,2400,1300,7100,1100,200
0.3,1700,300,6100,1000,200
0.4,3700,300,4000,800,200
0.5,2100,200,8900,801,200
0.6,1800,200,7100,900,200
0.7,4100,100,3100,1900,200
0.8,2900,200,1700,1100,100
0.9,1800,200,12801,1400,200
1,2101,400,14200,1400,300
