 ,DA,SA,LL,TV,VEC
1e-05,1300,400,9301,2000,300
2e-05,700,200,5000,2000,300
3e-05,600,300,12100,2000,300
4e-05,300,200,7900,1000,200
5e-05,200,100,1700,1000,100
6e-05,600,200,16700,2900,300
7e-05,700,200,17000,2200,300
8e-05,1300,200,4900,1700,300
9e-05,800,100,8300,3000,300
0.0001,1000,700,17201,1700,200
0.0002,700,200,9600,1800,200
0.0003,700,400,8000,1400,900
0.0004,600,300,14801,1900,200
0.0005,900,200,3800,1800,200
0.0006,800,700,11401,4700,200
0.0007,800,300,14301,2100,900
0.0008,1000,100,14700,1400,200
0.0009,1100,200,7700,2300,400
0.001,2100,200,10900,1600,300
0.002,1400,200,3100,2200,200
0.003,3100,400,11001,1400,200
0.004,1800,700,9200,1500,300
0.005,3200,200,5800,3800,300
0.006,2400,400,14300,2800,200
0.007,1200,200,14900,1600,300
0.008,1600,500,11200,1400,300
0.009,2100,400,11100,3101,200
0.01,3100,300,1900,1700,200
0.02,2800,200,7800,1700,200
0.03,2800,300,13600,2700,400
0.04,2700,200,5500,3300,200
0.05,3000,200,11000,1400,200
0.06,2900,600,6500,1800,200
0.07,1700,300,7000,1500,200
0.08,1800,1300,3000,2500,100
0.09,2400,200,15701,1100,300
0.1,1300,200,10600,1700,500
0.2,1800,700,6701,1000,200
0.3,2900,300,2900,1100,200
0.4,2500,300,6801,3700,300
0.5,2700,200,6500,1800,600
0.6,2500,500,1500,1100,200
0.7,2200,700,16900,1200,300
0.8,2300,900,1100,3100,200
0.9,3300,300,17500,1200,300
1,3200,200,7500,1000,200
