 ,DA,SA,LL,TV,VEC
1e-05,500,800,16700,1700,200
2e-05,500,700,2200,1500,200
3e-05,300,400,4100,3100,700
4e-05,300,200,5501,1800,200
5e-05,500,400,5200,1700,100
6e-05,500,200,7400,1900,300
7e-05,500,100,16001,1800,0
8e-05,200,100,7401,1200,100
9e-05,500,100,13900,1700,300
0.0001,600,200,5200,1300,400
0.0002,400,100,15300,1600,600
0.0003,500,200,9800,2100,300
0.0004,700,200,6000,2700,300
0.0005,500,100,7300,1400,200
0.0006,800,300,10000,2700,200
0.0007,1800,900,17300,1500,200
0.0008,700,100,8100,2000,300
0.0009,1000,700,12200,2300,200
0.001,1000,100,6200,1600,300
0.002,1700,300,15300,2300,200
0.003,1000,300,11200,1600,200
0.004,1400,300,3400,2400,200
0.005,2000,300,10600,1900,200
0.006,3300,200,2000,1900,200
0.007,2600,300,19300,2000,100
0.008,1900,200,3200,2100,200
0.009,2700,200,2600,1700,200
0.01,4100,200,5200,2600,200
0.02,2100,200,10000,2700,100
0.03,2600,300,3700,1600,200
0.04,2100,200,7300,2900,300
0.05,2300,300,11900,1000,300
0.06,2000,300,7200,1100,200
0.07,2100,500,8901,900,200
0.08,2400,200,16300,1100,200
0.09,3500,300,11800,1700,400
0.1,1600,200,7700,1000,200
0.2,2600,300,15001,1100,300
0.3,3800,200,11600,2100,200
0.4,1900,100,2600,1200,200
0.5,2100,200,10800,1900,100
0.6,2200,400,13400,900,200
0.7,2800,200,16400,900,200
0.8,2700,700,6100,1100,200
0.9,2500,600,8200,1100,300
1,1700,200,13400,1000,200
