 ,DA,SA,LL,TV,VEC
1e-05,500,200,12700,1500,200
2e-05,400,100,6700,1200,100
3e-05,600,200,2900,2200,300
4e-05,800,300,14500,1700,300
5e-05,900,200,5100,900,100
6e-05,800,300,1900,2300,100
7e-05,700,200,8900,1000,100
8e-05,800,200,6700,1300,100
9e-05,200,600,1500,1500,200
0.0001,500,200,10900,2900,100
0.0002,600,200,8801,2100,600
0.0003,600,200,7000,1300,100
0.0004,400,200,4500,3000,200
0.0005,800,200,2100,1600,100
0.0006,1300,200,4300,2100,100
0.0007,1100,200,8101,1100,100
0.0008,800,300,3000,1900,500
0.0009,900,300,4200,1600,100
0.001,1700,200,4300,2300,200
0.002,1800,300,3400,1600,100
0.003,1800,200,1200,3800,100
0.004,1900,200,9101,1400,400
0.005,1600,300,1200,1400,100
0.006,1900,200,3300,1700,100
0.007,1000,200,6900,1500,100
0.008,1700,200,7501,1800,100
0.009,1900,200,7500,2000,100
0.01,3600,300,18700,1400,200
0.02,1200,100,10700,1100,100
0.03,2600,700,2800,1000,1100
0.04,1500,200,4100,1100,200
0.05,1700,100,18000,1800,100
0.06,2700,100,4601,1000,200
0.07,1500,300,13201,700,300
0.08,2100,300,12800,1000,100
0.09,4100,300,12801,1200,100
0.1,2100,700,8800,800,200
0.2,2200,300,15101,900,100
0.3,2700,200,11500,900,100
0.4,2400,200,15900,1700,400
0.5,2200,300,7200,900,200
0.6,2000,100,5400,900,100
0.7,1900,300,8200,1400,400
0.8,2400,200,12200,800,100
0.9,1900,300,13301,1500,200
1,1400,200,5501,700,100
