 ,DA,SA,LL,TV,VEC
1e-05,500,300,11401,1700,100
2e-05,1600,700,8500,1700,300
3e-05,700,200,5500,1500,800
4e-05,800,400,8400,2200,400
5e-05,200,500,8601,1100,200
6e-05,600,200,12300,1900,300
7e-05,500,200,7200,1100,1100
8e-05,700,100,8400,1600,100
9e-05,700,200,5400,1100,100
0.0001,700,200,5400,1300,200
0.0002,500,200,900,1100,200
0.0003,600,200,7800,1400,100
0.0004,700,200,12201,2500,100
0.0005,1300,200,3000,2001,100
0.0006,600,300,10600,1200,300
0.0007,500,200,9200,1200,100
0.0008,900,200,9900,1201,700
0.0009,800,200,11601,1600,200
0.001,900,300,6500,1200,100
0.002,1100,300,14301,1400,200
0.003,1700,300,6701,1600,200
0.004,1200,400,13901,1100,200
0.005,1900,300,13300,1100,100
0.006,1700,300,15201,1100,100
0.007,7100,400,6200,2300,200
0.008,1900,200,8101,900,100
0.009,2000,300,12000,1500,100
0.01,2200,500,15201,1200,100
0.02,1700,400,7700,2900,200
0.03,1400,200,5600,900,100
0.04,2300,300,10800,1000,400
0.05,1800,200,11200,800,100
0.06,3100,300,11900,700,200
0.07,2200,200,3600,800,100
0.08,1900,400,15901,1100,200
0.09,1200,100,15400,1700,100
0.1,3100,300,12900,1000,100
0.2,1500,300,2100,1400,400
0.3,3800,200,11700,2100,200
0.4,2100,300,2100,1700,100
0.5,2700,1400,9700,1400,200
0.6,3100,300,15100,900,100
0.7,2900,200,13400,1200,200
0.8,2000,200,6300,1000,200
0.9,2000,200,6600,700,100
1,2100,300,2800,1800,200
