 ,DA,SA,LL,TV,VEC
1e-05,700,800,4100,1600,200
2e-05,500,400,4900,2600,100
3e-05,200,200,1700,1100,100
4e-05,1600,200,4800,2901,200
5e-05,700,200,11200,2400,100
6e-05,700,100,15801,2300,200
7e-05,800,400,700,1800,200
8e-05,800,500,4400,2400,400
9e-05,300,100,9900,800,100
0.0001,300,100,5200,1000,200
0.0002,500,200,3800,1101,100
0.0003,1200,900,2800,2200,300
0.0004,1000,100,9200,1700,100
0.0005,1000,200,13400,1800,200
0.0006,700,200,12400,1700,200
0.0007,1100,300,4500,2100,300
0.0008,1000,200,2200,3000,200
0.0009,1000,200,1900,2200,300
0.001,1200,700,2100,1400,100
0.002,2000,100,12100,2400,200
0.003,1400,200,14900,1800,500
0.004,2800,800,1500,2600,300
0.005,1700,200,9900,3200,200
0.006,3100,100,9400,1100,200
0.007,1900,400,6500,1400,200
0.008,2000,200,2100,2100,500
0.009,700,200,15100,1200,200
0.01,2100,200,6800,2000,200
0.02,1400,100,2500,1900,500
0.03,1800,300,3301,1600,100
0.04,2000,100,2000,3300,100
0.05,1700,100,16601,1000,300
0.06,2400,700,15700,1200,200
0.07,2700,100,1900,1700,200
0.08,1300,200,15801,700,100
0.09,2700,200,5800,900,200
0.1,2500,600,3700,2500,100
0.2,2000,100,7601,700,200
0.3,2200,600,2501,1000,100
0.4,1500,100,8500,1100,200
0.5,2500,200,16400,1600,100
0.6,4101,200,9400,800,400
0.7,2900,200,5500,1200,100
0.8,2400,200,10100,1200,200
0.9,2600,100,9701,1700,100
1,3700,300,3300,900,200
