 ,DA,SA,LL,TV,VEC
1e-05,700,300,15000,2800,100
2e-05,200,200,6100,1200,100
3e-05,600,200,9300,2300,300
4e-05,500,300,10001,3400,600
5e-05,700,200,11100,1600,200
6e-05,700,200,1600,2100,600
7e-05,600,200,13500,1500,200
8e-05,1000,400,3100,2900,700
9e-05,200,200,800,1400,200
0.0001,600,200,4600,1500,200
0.0002,700,200,13000,1800,300
0.0003,800,200,9900,1400,200
0.0004,500,200,6300,1300,200
0.0005,700,200,1000,2700,100
0.0006,800,200,13000,1500,200
0.0007,1600,200,12200,2200,200
0.0008,800,200,15401,1500,100
0.0009,1000,700,11501,1800,300
0.001,800,400,3800,1500,600
0.002,2400,300,10300,1800,100
0.003,1300,200,16501,2900,200
0.004,1500,400,9500,1900,100
0.005,2300,200,16100,1400,200
0.006,2000,200,16900,2500,100
0.007,4500,200,14900,2200,200
0.008,4100,200,8700,1800,200
0.009,4000,200,3600,2200,200
0.01,2300,300,8200,2600,100
0.02,2100,200,12500,1800,200
0.03,2000,200,1500,1300,200
0.04,1800,200,1600,1200,200
0.05,2200,200,10801,1200,300
0.06,2500,200,2800,1100,100
0.07,2000,200,7900,1200,200
0.08,2000,400,3900,1400,1000
0.09,1700,200,7100,1100,100
0.1,2600,300,5500,1500,700
0.2,1700,500,1700,1000,200
0.3,2100,600,4900,1500,200
0.4,1700,200,11400,2200,100
0.5,1800,300,10200,1000,100
0.6,2500,200,6100,1700,800
0.7,2100,200,6400,1800,300
0.8,1800,300,14200,1100,300
0.9,2500,200,14900,1200,300
1,2100,500,3000,1700,200
