 ,DA,SA,LL,TV,VEC
1e-05,600,300,7300,1500,100
2e-05,100,100,9200,1100,100
3e-05,700,600,10500,2400,100
4e-05,700,200,6400,1700,100
5e-05,600,200,16101,2700,200
6e-05,1300,300,2200,2100,600
7e-05,800,200,7500,1300,100
8e-05,1100,600,13301,3400,200
9e-05,700,300,12800,2100,100
0.0001,600,200,7301,1600,200
0.0002,1100,500,3300,1400,200
0.0003,800,300,13400,1000,200
0.0004,1300,200,3000,1100,200
0.0005,700,500,17100,2500,100
0.0006,600,300,6400,1800,200
0.0007,800,300,5301,1500,100
0.0008,600,601,14600,1900,100
0.0009,600,200,5700,2200,100
0.001,900,300,7100,1600,100
0.002,2400,200,17200,1300,200
0.003,1400,200,12300,1700,200
0.004,2300,300,12500,1800,100
0.005,2000,200,11701,1500,200
0.006,1700,200,15400,2300,100
0.007,1500,300,14600,2800,400
0.008,1000,300,6200,1000,200
0.009,1000,300,2600,1400,200
0.01,1000,400,4300,1600,300
0.02,2300,300,5901,1200,100
0.03,2600,300,3700,900,100
0.04,1400,300,6400,900,200
0.05,1300,300,14300,700,300
0.06,2300,300,6000,1700,200
0.07,1900,200,17500,1200,200
0.08,1900,200,13000,800,200
0.09,2300,300,2800,1300,100
0.1,2200,300,7200,1800,300
0.2,3400,300,8901,2500,100
0.3,1900,400,13001,1200,400
0.4,2200,300,12700,1600,100
0.5,1900,200,4700,900,100
0.6,2400,300,4400,900,100
0.7,1500,400,11000,1100,200
0.8,1700,300,3600,1000,700
0.9,3200,1400,14200,800,200
1,1400,200,5800,500,100
