 ,DA,SA,LL,TV,VEC
1e-05,600,801,14800,1900,100
2e-05,600,200,4100,1200,200
3e-05,700,200,14100,2100,100
4e-05,600,200,5500,2000,200
5e-05,700,200,9800,2400,700
6e-05,900,600,7800,3101,500
7e-05,600,200,2200,1700,200
8e-05,600,200,14801,2000,100
9e-05,700,200,7700,1700,100
0.0001,200,800,2100,1200,100
0.0002,800,200,15700,3200,800
0.0003,700,300,3500,2000,300
0.0004,700,200,10900,2700,300
0.0005,700,200,1500,2800,200
0.0006,900,800,16100,1800,200
0.0007,800,200,14500,1500,100
0.0008,1000,200,12500,1900,200
0.0009,600,200,4700,2900,200
0.001,700,200,9800,3100,200
0.002,900,200,16001,1200,100
0.003,2200,200,3300,1300,200
0.004,2700,300,6100,2400,700
0.005,2300,200,12700,3801,200
0.006,1700,200,13200,1600,100
0.007,2200,700,1900,2900,300
0.008,1000,100,12401,1900,200
0.009,2100,100,8900,2401,100
0.01,1800,200,8700,1900,200
0.02,1200,400,11800,1300,400
0.03,1100,400,5600,1100,500
0.04,1700,200,13200,1200,200
0.05,3100,200,11700,1300,200
0.06,3100,600,7000,1000,300
0.07,2200,200,7400,2000,500
0.08,1800,100,15700,1000,300
0.09,1300,200,17501,1300,100
0.1,2500,800,5700,1100,200
0.2,1600,200,18400,1500,100
0.3,1800,200,13600,1000,100
0.4,2000,300,9201,1100,300
0.5,3400,200,30501,1200,600
0.6,2100,200,8800,900,200
0.7,3200,300,36001,1200,300
0.8,1700,300,1000,1900,200
0.9,2900,200,7400,1000,200
1,1900,800,17199,1600,300
