 ,DA,SA,LL,TV,VEC
1e-05,400,600,7200,4301,500
2e-05,600,400,12001,4800,300
3e-05,401,700,7700,3800,200
4e-05,400,500,7900,3700,101
5e-05,200,200,3500,3300,300
6e-05,300,400,5801,4300,200
7e-05,100,300,11301,4300,200
8e-05,200,300,9801,3500,100
9e-05,700,1200,8201,3800,1000
0.0001,200,300,6101,3400,200
0.0002,500,600,14100,3900,400
0.0003,500,300,13700,5100,300
0.0004,300,700,14801,4800,300
0.0005,500,300,8001,3600,200
0.0006,600,300,19200,3500,400
0.0007,500,400,9500,5700,200
0.0008,500,400,12100,3901,400
0.0009,800,400,3800,3900,1000
0.001,900,300,4300,4401,400
0.002,900,400,14100,4900,200
0.003,700,700,6900,3800,300
0.004,1000,500,13900,4300,400
0.005,800,500,8300,3700,300
0.006,600,1000,17900,4200,1100
0.007,700,600,15200,3700,200
0.008,500,500,9800,4500,500
0.009,800,500,8200,3800,400
0.01,1000,1200,15600,3901,300
0.02,600,700,4300,4300,300
0.03,800,500,15300,4100,200
0.04,600,600,2800,3300,301
0.05,800,600,14600,3800,400
0.06,1100,700,16300,3900,500
0.07,1000,500,17901,3200,900
0.08,500,300,5100,3200,200
0.09,700,400,11001,4200,300
0.1,900,600,10800,4000,500
0.2,1300,300,11500,4000,400
0.3,1800,400,3100,3500,500
0.4,900,700,18900,3501,500
0.5,1200,400,12900,3500,700
0.6,1200,400,9301,3900,400
0.7,1500,400,8100,4101,300
0.8,1000,500,10501,3400,400
0.9,1300,800,9700,3800,300
1,1600,500,6900,3700,400
