 ,DA,SA,LL,TV,VEC
1e-05,800,700,3400,4800,300
2e-05,100,700,9500,3700,500
3e-05,1000,500,6700,4600,600
4e-05,400,500,19700,4400,900
5e-05,500,700,7900,4300,300
6e-05,1000,500,7001,5400,300
7e-05,1100,400,12400,4200,700
8e-05,500,500,15200,5300,300
9e-05,500,800,6000,4500,300
0.0001,700,400,17400,4700,400
0.0002,700,400,7901,4700,400
0.0003,1100,800,12300,5500,400
0.0004,900,400,18000,4700,300
0.0005,1300,600,16100,4300,300
0.0006,400,200,9800,5000,400
0.0007,800,700,13800,4900,900
0.0008,400,500,18701,3400,500
0.0009,400,200,13001,4000,200
0.001,700,500,7200,5200,500
0.002,1200,600,10900,4500,300
0.003,800,600,9300,4300,700
0.004,400,300,12200,4300,200
0.005,900,500,7500,4800,500
0.006,500,200,16300,4700,300
0.007,900,500,18400,5500,400
0.008,700,600,7000,4400,700
0.009,700,500,8200,6200,400
0.01,800,1000,2800,5500,400
0.02,600,600,7500,4400,200
0.03,900,1000,6001,5400,700
0.04,500,700,8100,4900,600
0.05,1500,700,15000,4600,400
0.06,1000,400,15500,3601,300
0.07,1300,400,11600,3600,900
0.08,1200,300,13600,3900,400
0.09,900,500,13000,3900,600
0.1,1000,300,18400,3200,400
0.2,1900,800,8401,4000,900
0.3,1000,700,6600,3600,300
0.4,1300,400,6600,3700,300
0.5,1200,1400,15100,4000,300
0.6,1200,600,16400,4700,400
0.7,1300,1000,5701,3900,500
0.8,1300,700,20201,4400,800
0.9,1500,1000,10401,4200,600
1,700,600,11700,3800,600
