 ,DA,SA,LL,TV,VEC
1e-05,300,700,9700,4200,300
2e-05,100,100,9600,4000,200
3e-05,800,600,21101,5600,500
4e-05,800,300,15500,4500,600
5e-05,400,500,16400,6000,500
6e-05,200,100,6700,3400,200
7e-05,600,600,18600,4700,300
8e-05,400,600,8600,5400,300
9e-05,500,300,9700,6200,300
0.0001,900,500,7500,4200,400
0.0002,200,200,7100,4100,400
0.0003,500,700,3900,4500,600
0.0004,1000,800,4200,4500,500
0.0005,400,700,9800,3600,200
0.0006,400,1200,15500,4201,500
0.0007,700,200,9800,4300,300
0.0008,500,200,7500,4500,300
0.0009,800,500,8701,4300,800
0.001,400,400,10500,3900,400
0.002,1300,500,7200,3900,600
0.003,600,400,13000,3900,300
0.004,1200,500,8801,4800,600
0.005,400,1600,10301,3800,300
0.006,600,1300,10100,4200,400
0.007,1300,300,16500,4000,400
0.008,1100,300,10600,4200,200
0.009,500,700,5500,3700,500
0.01,400,400,5800,4300,600
0.02,800,200,13200,4000,400
0.03,800,300,2000,3800,500
0.04,600,700,5700,4400,500
0.05,800,800,13900,3700,400
0.06,1200,600,18000,3500,1200
0.07,900,800,5100,3700,1100
0.08,900,700,6300,4400,400
0.09,1300,500,6600,3600,200
0.1,700,600,8300,3400,300
0.2,500,800,8600,5200,600
0.3,800,300,5600,3500,400
0.4,900,500,5200,3700,900
0.5,900,300,8301,3100,200
0.6,800,800,16400,3500,1000
0.7,900,400,17100,3700,500
0.8,1500,700,17800,3800,400
0.9,1200,300,3000,4100,300
1,1300,700,4100,3900,900
