 ,DA,SA,LL,TV,VEC
1e-05,400,600,8400,4800,600
2e-05,100,500,7600,3400,200
3e-05,200,400,11300,3500,800
4e-05,500,400,9601,4900,600
5e-05,900,800,11300,4700,900
6e-05,100,200,9000,3700,300
7e-05,500,500,7200,4901,300
8e-05,500,700,7601,4100,1200
9e-05,400,500,17900,6600,300
0.0001,500,400,8700,4600,300
0.0002,900,400,18300,3900,600
0.0003,500,700,13301,4100,400
0.0004,700,1300,7200,4400,400
0.0005,200,400,13600,3800,200
0.0006,500,900,16101,3800,200
0.0007,800,1300,4200,5200,500
0.0008,900,700,11901,4000,900
0.0009,600,800,5000,5100,300
0.001,600,600,13401,4200,400
0.002,800,800,16100,5900,400
0.003,600,700,11000,4400,500
0.004,500,500,6500,4100,900
0.005,1200,700,10900,3900,400
0.006,1200,300,18001,5700,300
0.007,800,1300,5300,4400,700
0.008,800,800,15200,4100,600
0.009,800,400,14400,4400,1000
0.01,200,500,6001,4000,200
0.02,500,300,7100,4200,300
0.03,600,500,6800,3700,400
0.04,1000,400,12401,4200,200
0.05,200,300,13000,3200,200
0.06,700,300,14701,5000,300
0.07,900,600,19600,4900,300
0.08,1200,800,4800,3500,500
0.09,1200,500,12200,3600,900
0.1,1200,500,8400,5100,600
0.2,700,300,8700,3400,200
0.3,1200,900,18201,3700,900
0.4,1300,400,11900,4701,300
0.5,1200,800,17900,3300,300
0.6,600,1000,10100,3400,200
0.7,1200,500,6400,3700,500
0.8,1600,600,12401,4800,600
0.9,1800,600,18900,3900,301
1,1200,1400,4100,4600,300
