 ,DA,SA,LL,TV,VEC
1e-05,200,400,6300,3500,200
2e-05,400,400,16400,4600,800
3e-05,400,500,5100,4800,400
4e-05,100,200,16501,3500,100
5e-05,800,800,16300,4300,800
6e-05,100,200,1700,3300,200
7e-05,300,500,4800,4100,500
8e-05,100,201,14500,4800,200
9e-05,400,500,7600,5301,400
0.0001,500,400,11101,4600,500
0.0002,500,500,14601,4000,400
0.0003,500,1200,6200,4400,400
0.0004,1000,500,16900,4500,300
0.0005,400,500,10100,3500,200
0.0006,500,300,16101,4400,400
0.0007,900,700,11100,4200,1200
0.0008,600,500,14700,4500,500
0.0009,800,700,13200,4600,400
0.001,700,1100,2500,3800,200
0.002,900,500,6700,4800,400
0.003,700,700,5200,4200,800
0.004,300,300,12600,3701,500
0.005,900,800,15000,3700,400
0.006,300,800,4200,4700,200
0.007,700,700,15000,5100,600
0.008,600,500,9300,4600,500
0.009,400,200,14301,3800,200
0.01,1000,700,14500,5200,300
0.02,500,600,4400,4300,900
0.03,900,1100,3400,4600,600
0.04,701,500,13700,4500,600
0.05,500,600,14100,4500,200
0.06,300,900,16300,3700,400
0.07,1400,800,11000,4100,800
0.08,800,600,11101,4200,500
0.09,300,300,10501,3400,200
0.1,900,300,10800,3500,300
0.2,1200,400,18201,3900,500
0.3,1600,400,14900,3600,500
0.4,900,500,6500,3800,1000
0.5,500,500,10500,3200,400
0.6,1000,500,15100,4100,400
0.7,701,800,3800,3600,200
0.8,1900,300,9600,3400,1700
0.9,1000,600,6000,3700,400
1,900,800,21101,3900,500
