 ,DA,SA,LL,TV,VEC
1e-05,500,500,14400,5400,300
2e-05,1100,300,14700,4300,400
3e-05,600,400,2900,5501,600
4e-05,200,100,7200,3500,300
5e-05,1100,700,17700,4500,400
6e-05,600,800,8600,4800,400
7e-05,500,400,16800,4700,500
8e-05,600,700,15401,4100,900
9e-05,700,500,10200,4600,500
0.0001,300,500,12501,4400,300
0.0002,200,300,10800,4600,300
0.0003,500,500,13400,4400,300
0.0004,400,600,9200,6000,300
0.0005,500,600,12600,4300,700
0.0006,800,600,5500,4400,700
0.0007,800,300,7400,4500,300
0.0008,600,300,6800,4700,300
0.0009,500,900,4100,5200,200
0.001,1100,500,11900,4900,600
0.002,1400,600,16800,5300,300
0.003,1500,1000,4400,4300,400
0.004,1400,900,13901,4300,800
0.005,600,200,16200,4400,300
0.006,600,500,7300,4400,500
0.007,1300,500,17201,4800,500
0.008,900,500,2100,4900,300
0.009,1200,500,14000,4600,500
0.01,400,500,5400,3800,800
0.02,700,500,13900,4800,500
0.03,600,600,19800,3600,400
0.04,500,400,16002,4400,300
0.05,1000,600,14601,4100,200
0.06,800,700,6300,4300,1100
0.07,400,300,11000,3200,300
0.08,1500,700,14600,3800,400
0.09,1500,400,10500,3900,1100
0.1,900,900,10000,5401,500
0.2,2000,500,3100,5400,500
0.3,1400,1100,19500,4000,1000
0.4,1000,900,12600,3900,700
0.5,700,400,6101,4500,300
0.6,1800,300,3500,3600,200
0.7,2500,800,9300,4100,1500
0.8,900,300,3900,3700,500
0.9,1000,500,17100,3600,400
1,1700,600,17300,3700,300
