 ,DA,SA,LL,TV,VEC
1e-05,400,400,16600,5000,200
2e-05,600,400,13701,4900,400
3e-05,100,100,16901,3800,400
4e-05,100,200,15300,3600,300
5e-05,200,100,14800,3500,200
6e-05,100,100,3200,3500,200
7e-05,100,100,8100,3100,200
8e-05,200,800,15100,3700,1200
9e-05,300,900,9700,3600,300
0.0001,200,300,13700,4000,300
0.0002,400,600,5301,3700,500
0.0003,600,800,8400,3500,600
0.0004,400,200,3500,4000,200
0.0005,400,700,8801,4900,400
0.0006,1000,800,16801,3900,1200
0.0007,700,900,12701,5300,500
0.0008,200,500,14500,4801,600
0.0009,700,1200,17401,4000,500
0.001,400,500,2900,3801,500
0.002,600,300,8300,4100,200
0.003,800,500,17900,4300,300
0.004,800,200,11700,3700,300
0.005,1100,900,2600,4600,500
0.006,700,500,15401,4600,200
0.007,400,500,17401,5300,400
0.008,601,1400,8300,4400,200
0.009,400,400,16000,3600,200
0.01,300,500,7600,4900,300
0.02,300,300,5600,3700,600
0.03,1200,500,5900,3600,900
0.04,600,200,13100,4100,300
0.05,800,300,3301,3100,200
0.06,500,600,9000,3700,300
0.07,400,400,5001,3300,100
0.08,1100,500,13701,3700,600
0.09,700,1500,15400,3900,1200
0.1,1100,500,13200,3700,300
0.2,700,300,15100,3800,300
0.3,1400,700,2300,3900,400
0.4,1400,1200,14800,3300,600
0.5,900,1400,6000,3600,300
0.6,800,400,13000,3200,200
0.7,1000,400,12300,3200,300
0.8,1400,800,4300,3901,400
0.9,1600,700,18900,4600,500
1,900,700,9401,3300,800
