 ,DA,SA,LL,TV,VEC
1e-05,300,600,8800,5200,300
2e-05,100,100,14400,4601,300
3e-05,300,1000,16800,3700,300
4e-05,100,100,13101,3400,100
5e-05,300,300,16600,3600,400
6e-05,200,800,14001,3800,300
7e-05,800,400,7600,3900,300
8e-05,900,400,12600,4300,300
9e-05,500,400,4800,4200,200
0.0001,200,100,8300,3201,200
0.0002,400,400,8500,4500,300
0.0003,300,300,15001,3200,300
0.0004,400,800,15301,5000,300
0.0005,600,1300,18300,3800,500
0.0006,700,700,10700,4200,400
0.0007,500,200,11901,4000,200
0.0008,1100,600,11600,4300,500
0.0009,700,600,11100,5000,300
0.001,600,700,5200,5900,400
0.002,500,500,6900,4100,300
0.003,500,400,17700,5800,400
0.004,600,1000,7500,3900,600
0.005,900,900,9800,5900,500
0.006,700,400,12500,4100,800
0.007,700,1000,5400,4600,400
0.008,900,800,15300,3501,500
0.009,700,1300,4200,3600,500
0.01,800,500,8100,4400,300
0.02,1100,400,18301,4300,500
0.03,800,800,8400,4000,500
0.04,900,500,19201,3700,200
0.05,500,400,6500,3700,300
0.06,500,500,6300,3600,200
0.07,1200,500,5900,4000,300
0.08,1000,2500,6600,3400,500
0.09,700,500,14100,4900,400
0.1,1500,700,10800,3400,200
0.2,1300,600,13900,4100,400
0.3,900,600,7800,4000,600
0.4,1400,500,6200,3700,200
0.5,700,400,19300,3900,200
0.6,900,400,17901,3900,400
0.7,1300,500,5900,3800,600
0.8,1000,700,14400,3900,300
0.9,1100,1600,5800,3400,900
1,1600,700,16300,3800,300
