 ,DA,SA,LL,TV,VEC
1e-05,400,900,18900,4800,300
2e-05,200,100,4600,6300,200
3e-05,400,500,1600,4200,500
4e-05,400,600,15500,4101,700
5e-05,700,600,5300,5100,500
6e-05,400,800,7401,4400,600
7e-05,100,100,17300,3800,700
8e-05,900,900,6700,4100,300
9e-05,500,300,13900,4600,400
0.0001,400,400,8700,6100,400
0.0002,700,400,15801,4000,400
0.0003,400,200,17301,4200,600
0.0004,600,500,18200,4200,200
0.0005,900,300,5500,6501,400
0.0006,700,500,5701,5100,500
0.0007,500,800,9201,3900,400
0.0008,200,500,6501,3900,300
0.0009,500,600,16600,3900,200
0.001,400,600,8900,4100,500
0.002,700,200,20000,3500,300
0.003,1200,300,10700,4200,200
0.004,700,1000,6900,4500,800
0.005,700,400,2900,3701,300
0.006,800,3000,13400,4300,300
0.007,600,400,7500,4200,500
0.008,400,300,5900,4900,200
0.009,700,400,15000,5700,400
0.01,300,800,2200,3600,300
0.02,1200,400,7301,5800,400
0.03,1200,600,3600,5900,400
0.04,1000,300,9900,3500,300
0.05,900,500,14000,4500,400
0.06,900,600,14501,3900,500
0.07,700,500,3000,3501,300
0.08,700,700,7001,4100,500
0.09,1500,500,12501,3700,1000
0.1,1000,400,9200,3700,400
0.2,500,300,4000,3700,400
0.3,1000,300,5900,3400,200
0.4,1200,1200,16000,4300,500
0.5,600,600,3800,4000,300
0.6,1800,600,18700,3601,500
0.7,1200,400,6500,3900,400
0.8,1200,200,15000,4800,300
0.9,1300,500,19800,3900,400
1,1400,800,12800,4701,500
