 ,DA,SA,LL,TV,VEC
1e-05,2000,2800,6400,5801,2300
2e-05,1800,3400,2701,6200,1700
3e-05,1900,1600,6400,5200,1800
4e-05,1701,2900,3700,5300,1600
5e-05,1600,2700,3100,5300,1600
6e-05,1700,1900,2100,5501,1600
7e-05,2000,2100,6701,5100,2100
8e-05,1801,2000,6100,4701,1400
9e-05,2600,2601,6901,5600,1800
0.0001,2200,2600,7301,5600,1901
0.0002,2400,2701,4000,5901,1800
0.0003,2100,2500,5201,5300,1800
0.0004,2100,2700,4301,5400,1600
0.0005,2400,2400,18001,5700,2100
0.0006,2000,2300,3101,4600,1400
0.0007,2900,2500,5701,4500,1500
0.0008,3000,3001,3000,5901,1800
0.0009,3301,2700,4600,6201,1900
0.001,2000,2801,23302,5800,1600
0.002,2500,3000,5801,5500,1700
0.003,1901,2700,4500,4200,1200
0.004,3201,2700,3200,6100,1901
0.005,3001,3400,2600,5900,2001
0.006,2700,2601,3000,5801,2100
0.007,3400,2800,3301,5300,2000
0.008,2500,2400,2600,4601,1300
0.009,3100,3100,5401,5800,1500
0.01,3000,3101,12901,5700,1701
0.02,3200,2801,5200,5701,2200
0.03,3400,3000,4401,4400,1300
0.04,4500,2600,6101,5900,1400
0.05,4000,2201,3900,4901,1500
0.06,3601,2700,2400,5600,1400
0.07,3001,3300,4200,5500,1600
0.08,3500,2801,5300,6101,1700
0.09,3100,2600,4101,4500,1300
0.1,4300,3001,4900,6401,1800
0.2,5901,3100,3400,5901,1700
0.3,4900,2901,5501,6100,1800
0.4,3700,2701,6501,5500,2000
0.5,5000,2500,2900,5500,1400
0.6,4601,2500,4300,6001,1700
0.7,4201,3400,5600,4600,2101
0.8,3800,3300,5401,5200,2100
0.9,3800,2901,5400,5001,2000
1,4700,3100,7601,5300,1900
