 ,DA,SA,LL,TV,VEC
1e-05,800,800,5100,4200,500
2e-05,600,1000,4900,4200,700
3e-05,1200,1200,2400,3900,700
4e-05,1400,1900,6400,4800,900
5e-05,700,700,6400,4000,500
6e-05,500,500,5800,3100,300
7e-05,300,300,3000,4700,200
8e-05,600,500,3300,3300,1000
9e-05,300,400,4000,3500,1300
0.0001,900,1100,4501,3700,600
0.0002,800,1600,5700,4100,600
0.0003,500,500,5100,3800,700
0.0004,900,1700,4700,4400,600
0.0005,1300,1200,5200,5200,400
0.0006,1200,1100,5900,3800,500
0.0007,900,500,3200,4600,1100
0.0008,1100,800,3200,3900,700
0.0009,2500,1300,4300,3900,500
0.001,1600,800,4600,4200,501
0.002,1300,1200,7300,4700,1000
0.003,1300,700,3500,4500,1000
0.004,1200,600,6300,3800,300
0.005,1300,1700,2900,4600,400
0.006,1500,2000,3300,4801,600
0.007,2000,1100,6300,5100,300
0.008,1400,800,7100,4701,600
0.009,1400,1200,6400,3900,500
0.01,2800,1200,5400,4100,500
0.02,2900,1900,3600,3500,500
0.03,1000,1700,5001,4000,800
0.04,1000,900,6300,4400,800
0.05,2500,900,5300,3600,800
0.06,1800,900,6600,4100,900
0.07,2101,1100,5700,5300,400
0.08,3000,1900,5700,4001,1000
0.09,2500,900,1900,4000,500
0.1,2100,1000,3900,3900,600
0.2,3000,1100,3300,4601,1200
0.3,3100,1400,5000,6101,500
0.4,2400,900,4500,4100,400
0.5,4300,1300,3501,4500,1000
0.6,3300,1001,5600,4100,400
0.7,3100,2000,5000,5000,700
0.8,4800,1500,3600,4400,900
0.9,2800,1000,7500,5400,600
1,3000,1500,3500,5101,500
