 ,DA,SA,LL,TV,VEC
1e-05,2300,2900,6200,5300,1501
2e-05,2400,2400,5900,5801,1400
3e-05,2300,2500,5201,4000,1400
4e-05,1400,1600,4101,3500,1200
5e-05,1700,3000,3200,5100,1500
6e-05,2100,2400,4701,5300,1900
7e-05,2300,2500,5300,5400,2301
8e-05,2100,2400,2200,5301,2000
9e-05,1800,2000,6401,4900,1800
0.0001,2000,2200,5901,4800,1500
0.0002,1700,2900,6601,5500,1901
0.0003,1800,3101,3900,5201,2200
0.0004,2200,2500,2401,4600,1700
0.0005,2201,2300,5600,5900,1401
0.0006,2701,2500,3500,5500,1501
0.0007,2500,3000,2501,6600,1900
0.0008,2601,2700,4000,5700,1801
0.0009,2500,3100,3900,5501,1600
0.001,3600,1800,3500,5201,1400
0.002,3001,3000,6500,6201,2000
0.003,2700,2800,3801,6100,2000
0.004,3601,3000,7200,5701,1600
0.005,3501,3200,3600,5492031,2301
0.006,3400,3600,3501,6000,2300
0.007,4100,3200,3501,6100,1900
0.008,3300,3501,4800,5101,1500
0.009,3400,3801,2500,5501,1600
0.01,3400,3101,5800,6101,1900
0.02,2801,2900,3000,5800,1700
0.03,3600,3000,3000,5300,1500
0.04,3300,2800,3601,5600,1700
0.05,3200,2700,6101,5600,1600
0.06,3601,3200,6700,5601,1900
0.07,3900,2800,6001,5700,1800
0.08,3501,3600,4700,4900,1701
0.09,2600,2400,4500,5201,1900
0.1,3701,2400,3900,5200,1801
0.2,4401,3800,4200,5901,1600
0.3,3600,2701,4700,4101,1300
0.4,4301,2900,3500,5500,1801
0.5,5700,3901,5701,5700,2300
0.6,4100,2900,3900,5800,2100
0.7,5000,3100,3101,6300,1900
0.8,4300,3200,3700,5301,2000
0.9,4901,2100,8001,5100,2000
1,3900,2601,4500,5201,1900
