 ,DA,SA,LL,TV,VEC
1e-05,800,6400,4700,3900,400
2e-05,500,900,3600,4000,1000
3e-05,1200,1400,6101,3800,300
4e-05,800,1100,6400,3700,800
5e-05,1300,1900,6900,3500,500
6e-05,600,500,5100,3400,401
7e-05,900,1100,6300,4000,500
8e-05,600,1300,6301,3800,600
9e-05,600,2300,6100,3600,900
0.0001,900,1300,3900,3600,800
0.0002,1200,1400,4000,5700,600
0.0003,900,1300,2300,3700,700
0.0004,900,2800,3400,3800,500
0.0005,1300,1500,3400,5300,500
0.0006,1200,1100,2700,4200,500
0.0007,1200,1800,2300,4200,400
0.0008,2100,1600,2200,4200,1000
0.0009,1000,1200,1800,3501,900
0.001,800,2200,1400,3300,600
0.002,1300,1700,7100,4300,400
0.003,2701,1900,5400,3900,500
0.004,1300,1100,4000,3500,1000
0.005,2400,1100,6400,4701,500
0.006,2301,1600,6200,4100,1000
0.007,1300,1600,4601,4500,400
0.008,2400,2000,5500,5500,700
0.009,1800,1000,4700,4200,300
0.01,1700,500,6200,3900,1000
0.02,2400,1100,6700,3800,1600
0.03,3800,1300,4500,4300,1100
0.04,1300,1300,5700,3600,1000
0.05,1600,500,4400,3500,600
0.06,3500,600,1900,5100,500
0.07,2200,1600,7601,4500,500
0.08,3200,1100,3200,5300,400
0.09,2100,1700,5400,4800,1000
0.1,2400,1200,5000,3400,1701
0.2,3600,1900,5500,4000,900
0.3,2900,1400,6100,4600,700
0.4,2200,500,6700,4000,400
0.5,3800,1100,2700,4000,500
0.6,2500,900,3300,3600,600
0.7,4200,1700,7300,5400,800
0.8,3401,1100,5800,4100,700
0.9,2100,2000,4700,4800,500
1,2800,1200,6800,4800,600
