 ,DA,SA,LL,TV,VEC
1e-05,600,200,2700,1600,200
2e-05,400,100,2200,800,300
3e-05,600,100,4400,700,100
4e-05,601,300,4500,700,100
5e-05,600,200,4200,900,100
6e-05,501,100,3200,800,100
7e-05,300,200,1900,800,100
8e-05,300,100,2401,600,100
9e-05,700,200,4200,700,200
0.0001,700,200,2300,700,500
0.0002,500,100,1000,800,100
0.0003,700,200,4900,800,100
0.0004,400,200,2000,800,200
0.0005,600,200,1600,500,100
0.0006,800,200,2900,800,200
0.0007,1100,200,3400,500,100
0.0008,800,100,2800,1300,400
0.0009,1000,300,3700,2500,300
0.001,700,200,1300,1500,400
0.002,1200,300,3601,800,300
0.003,1300,100,1200,800,100
0.004,1400,300,800,800,100
0.005,1600,300,2500,1300,900
0.006,1500,300,1900,900,300
0.007,1200,600,3100,600,100
0.008,2400,200,600,700,100
0.009,2200,200,1400,600,100
0.01,900,200,3000,1000,900
0.02,2100,200,2800,2400,300
0.03,900,100,1600,1700,100
0.04,1400,100,1200,2400,300
0.05,1300,200,900,700,100
0.06,1100,100,2700,600,100
0.07,3000,100,2300,800,100
0.08,1300,100,2700,600,100
0.09,2500,800,3000,600,200
0.1,1500,200,3700,600,100
0.2,1500,300,2000,1900,0
0.3,1800,100,4500,700,100
0.4,1901,200,4600,700,0
0.5,2900,100,4400,800,100
0.6,2800,200,4000,900,100
0.7,1000,100,4700,700,100
0.8,2000,400,300,1200,100
0.9,1400,200,3401,400,200
1,1100,200,2000,500,100
