 ,DA,SA,LL,TV,VEC
1e-05,300,400,2800,1200,200
2e-05,100,300,900,700,300
3e-05,200,300,2100,700,100
4e-05,800,400,5100,500,100
5e-05,1200,1200,3300,400,100
6e-05,400,400,4800,600,100
7e-05,100,200,500,1800,700
8e-05,600,300,3300,1600,500
9e-05,500,200,2500,500,100
0.0001,1000,200,2100,700,200
0.0002,900,400,1400,700,400
0.0003,600,300,1800,900,300
0.0004,800,400,1000,1200,100
0.0005,600,300,4300,700,300
0.0006,3001,300,2000,800,100
0.0007,2001,600,2000,800,100
0.0008,1300,400,4900,700,100
0.0009,1500,400,4701,600,100
0.001,1000,400,3200,1400,300
0.002,1400,200,4200,1300,500
0.003,1200,200,3300,500,400
0.004,2000,200,1500,1000,100
0.005,1800,300,2400,800,100
0.006,1300,400,2400,700,300
0.007,2200,1200,2700,1100,300
0.008,1200,400,1800,700,100
0.009,1800,300,1000,700,100
0.01,1300,300,2000,1700,200
0.02,1500,300,2801,600,400
0.03,1600,500,1801,1100,200
0.04,2000,400,1300,900,0
0.05,1700,300,1700,900,200
0.06,1500,200,1200,1100,100
0.07,1400,300,2800,600,100
0.08,3200,400,5400,1200,500
0.09,3100,400,2200,900,200
0.1,2000,200,700,2500,200
0.2,1700,200,2000,900,100
0.3,1700,200,4600,900,100
0.4,1300,400,3300,600,100
0.5,900,400,1200,500,100
0.6,1500,300,1400,1700,200
0.7,2900,900,800,700,200
0.8,1900,200,1000,800,200
0.9,1800,300,1100,400,200
1,3100,300,1901,800,200
