 ,DA,SA,LL,TV,VEC
1e-05,600,400,3200,1300,100
2e-05,700,500,500,800,100
3e-05,500,100,2100,700,500
4e-05,500,300,1000,700,400
5e-05,1000,100,1100,700,100
6e-05,200,100,3100,600,100
7e-05,200,200,1200,1200,100
8e-05,1200,300,3200,800,300
9e-05,1000,100,3800,600,100
0.0001,500,200,3700,800,100
0.0002,600,100,1500,1500,100
0.0003,500,200,2100,1900,400
0.0004,500,800,800,1000,200
0.0005,1200,300,2300,800,400
0.0006,2000,200,2601,800,0
0.0007,1000,100,1400,500,100
0.0008,1300,100,2400,600,200
0.0009,1900,200,4100,700,100
0.001,900,100,3700,900,100
0.002,1300,100,2600,500,400
0.003,1100,200,3400,1500,100
0.004,900,100,1400,800,0
0.005,1100,200,2500,1100,200
0.006,1300,100,5601,900,300
0.007,1700,600,1400,800,200
0.008,700,100,1800,900,100
0.009,1000,100,1200,1100,100
0.01,1400,600,2300,900,800
0.02,1700,200,800,1000,100
0.03,1800,700,4900,1200,100
0.04,1900,300,1900,500,100
0.05,2100,200,3800,1000,200
0.06,2000,200,2800,1600,100
0.07,1600,600,3800,1300,100
0.08,1200,100,5800,1000,100
0.09,1600,300,4300,700,100
0.1,2301,200,900,1100,0
0.2,3100,100,13200,800,100
0.3,1600,100,4801,700,100
0.4,1500,100,4200,700,200
0.5,900,100,2400,501,100
0.6,2200,200,4100,900,200
0.7,1600,200,1200,400,300
0.8,1600,300,3100,900,300
0.9,2100,100,4300,700,200
1,1200,100,3900,600,300
