 ,DA,SA,LL,TV,VEC
1e-05,600,200,2600,600,100
2e-05,300,100,2300,400,100
3e-05,1300,200,3600,700,400
4e-05,700,100,4800,600,100
5e-05,500,400,4200,700,300
6e-05,900,200,1500,1400,100
7e-05,700,200,2800,900,100
8e-05,300,300,5000,200,100
9e-05,400,100,2900,1600,100
0.0001,600,100,1900,800,100
0.0002,800,200,2300,900,200
0.0003,600,100,4300,700,100
0.0004,800,200,4700,500,100
0.0005,500,1100,3901,700,200
0.0006,900,0,4401,900,200
0.0007,2200,200,3600,800,200
0.0008,700,600,2500,700,400
0.0009,800,800,3200,1000,200
0.001,1700,100,1800,400,100
0.002,1500,200,900,900,200
0.003,1600,200,1900,1000,100
0.004,1400,100,2800,600,100
0.005,1200,100,1900,1200,100
0.006,1000,100,800,1200,200
0.007,1800,400,2700,800,200
0.008,900,100,1900,500,100
0.009,2100,700,2700,1200,100
0.01,1900,200,5300,1000,100
0.02,1600,200,1800,1200,100
0.03,1000,100,4100,500,100
0.04,600,100,3700,400,100
0.05,1800,100,1900,600,100
0.06,2100,300,3000,600,100
0.07,1800,200,1000,2500,100
0.08,1800,500,4201,900,200
0.09,1800,100,4400,400,100
0.1,1500,100,1800,400,100
0.2,1500,300,2300,800,100
0.3,2000,100,500,1000,200
0.4,3400,200,1800,800,200
0.5,2400,300,3700,700,100
0.6,1600,100,2700,1100,100
0.7,1300,100,2801,500,300
0.8,1400,100,5300,700,100
0.9,1600,100,4701,1100,100
1,2101,100,4500,700,100
