 ,DA,SA,LL,TV,VEC
1e-05,700,500,4400,800,200
2e-05,800,200,5000,800,100
3e-05,600,100,3900,700,100
4e-05,300,200,1600,700,200
5e-05,600,100,2000,2000,300
6e-05,300,100,1200,600,100
7e-05,700,200,4900,1400,100
8e-05,800,600,3800,1000,100
9e-05,600,200,2600,900,700
0.0001,700,100,3200,600,100
0.0002,800,500,800,500,100
0.0003,600,200,2200,1500,200
0.0004,900,1100,1900,700,100
0.0005,800,100,701,1200,0
0.0006,1400,200,800,1000,700
0.0007,700,100,5200,700,100
0.0008,700,200,3800,1100,0
0.0009,3100,100,2401,900,100
0.001,1000,200,1400,1900,300
0.002,1000,200,1300,1800,100
0.003,1300,100,3700,1800,500
0.004,900,100,2900,2100,200
0.005,1600,300,4100,700,100
0.006,1301,100,5000,1200,100
0.007,2000,100,2100,900,100
0.008,1100,200,2000,1400,100
0.009,1100,200,4400,1200,100
0.01,1000,100,800,800,300
0.02,1500,100,5100,600,300
0.03,1100,400,4800,600,100
0.04,2400,400,1800,600,300
0.05,2200,200,1200,600,100
0.06,900,100,500,400,100
0.07,2200,300,2800,800,0
0.08,1600,100,4800,700,100
0.09,1100,200,2900,600,300
0.1,2600,200,2901,500,100
0.2,2000,400,2000,800,300
0.3,1200,100,5800,700,100
0.4,1700,200,2600,800,100
0.5,2700,600,2800,700,200
0.6,1800,100,1900,300,700
0.7,1400,100,700,800,0
0.8,2800,500,2500,700,200
0.9,1900,300,1800,500,200
1,1500,300,3200,2200,500
