 ,DA,SA,LL,TV,VEC
1e-05,700,400,2100,1300,200
2e-05,200,100,3300,900,100
3e-05,300,200,1500,600,100
4e-05,400,100,3100,500,100
5e-05,500,200,2500,900,200
6e-05,600,200,4300,800,100
7e-05,600,100,5700,600,200
8e-05,300,200,1201,600,200
9e-05,400,200,1600,700,300
0.0001,800,100,1400,1400,200
0.0002,600,400,3700,1200,500
0.0003,600,300,1900,900,200
0.0004,1000,200,5001,1100,0
0.0005,800,200,2400,500,100
0.0006,700,200,600,1600,700
0.0007,1300,200,4300,800,100
0.0008,700,100,500,800,200
0.0009,1100,100,500,1200,0
0.001,1000,100,5000,700,100
0.002,800,200,1700,1500,400
0.003,1100,200,4000,1000,700
0.004,1100,100,2700,1000,200
0.005,800,200,900,1000,100
0.006,1300,300,3800,1000,300
0.007,1900,200,3100,1300,200
0.008,1401,600,1600,1000,400
0.009,1400,100,4900,900,100
0.01,900,200,2400,1200,0
0.02,1000,800,1100,900,100
0.03,1400,300,1100,800,200
0.04,1600,200,1500,1100,100
0.05,1100,200,4100,900,100
0.06,900,100,2200,700,100
0.07,2900,200,3600,900,100
0.08,1400,300,1900,1400,100
0.09,1400,300,4700,1200,200
0.1,1100,200,1700,900,100
0.2,1900,100,700,1000,200
0.3,2000,200,4400,800,200
0.4,1700,100,4000,900,200
0.5,1500,100,4100,800,300
0.6,2000,200,3400,600,100
0.7,1900,300,1900,500,100
0.8,1800,300,1400,1101,100
0.9,1200,400,4800,800,100
1,2000,300,4300,600,200
