 ,DA,SA,LL,TV,VEC
1e-05,600,400,3200,1000,600
2e-05,1200,200,1600,1100,400
3e-05,900,100,4800,700,200
4e-05,500,300,1500,1100,300
5e-05,200,100,400,400,100
6e-05,700,300,5400,800,300
7e-05,500,400,1900,900,300
8e-05,600,400,5500,900,400
9e-05,800,100,3700,600,200
0.0001,1200,100,1800,600,200
0.0002,500,100,3200,1200,500
0.0003,701,200,4800,500,100
0.0004,600,200,4900,900,200
0.0005,700,200,800,1001,100
0.0006,400,700,1900,400,200
0.0007,2100,100,1900,600,100
0.0008,1000,100,2500,900,100
0.0009,800,100,4500,700,200
0.001,1000,200,1000,900,200
0.002,1100,200,2100,1000,200
0.003,1500,300,700,800,100
0.004,1500,200,4800,1300,200
0.005,1900,200,1300,1000,500
0.006,1300,300,1900,1000,100
0.007,1400,200,4200,1000,200
0.008,4000,300,3100,700,100
0.009,1000,200,1000,800,100
0.01,900,100,3300,900,100
0.02,1000,100,2000,900,300
0.03,1600,100,1000,1100,200
0.04,1300,200,600,1100,100
0.05,1600,200,1100,800,0
0.06,1200,100,2800,1000,101
0.07,2200,200,4900,1100,200
0.08,1600,100,3600,900,100
0.09,900,100,4500,1000,100
0.1,1800,500,2700,900,500
0.2,2200,200,5100,500,200
0.3,1600,200,5301,700,200
0.4,3400,300,1800,1000,100
0.5,1900,100,1900,800,0
0.6,1800,200,4500,800,0
0.7,2300,300,4000,1300,100
0.8,1100,500,3300,1300,700
0.9,1600,300,3801,1100,200
1,2100,300,800,2800,100
