 ,DA,SA,LL,TV,VEC
1e-05,600,200,5400,800,100
2e-05,300,100,2300,1901,100
3e-05,300,100,2700,1000,100
4e-05,300,200,5400,900,0
5e-05,200,100,2500,1600,100
6e-05,600,100,5500,900,200
7e-05,600,300,3100,700,300
8e-05,300,200,1700,700,200
9e-05,500,100,5000,600,0
0.0001,300,900,1800,600,0
0.0002,1800,0,2800,700,100
0.0003,500,100,5500,900,100
0.0004,1000,600,4101,700,100
0.0005,1000,200,1200,901,200
0.0006,600,400,6400,900,100
0.0007,1200,200,4301,900,100
0.0008,400,100,2600,800,200
0.0009,1700,200,3200,800,100
0.001,900,200,1800,1000,100
0.002,1400,200,3900,900,200
0.003,2100,200,2400,1000,100
0.004,800,100,3300,600,100
0.005,2500,800,1600,800,100
0.006,1900,100,2700,600,100
0.007,1300,200,2600,600,100
0.008,800,100,1900,1000,0
0.009,1700,200,2100,500,100
0.01,1300,200,5400,800,100
0.02,1400,300,1600,900,300
0.03,1200,300,1901,600,100
0.04,1200,100,2800,1200,100
0.05,1200,200,2600,1400,100
0.06,1200,100,2000,600,100
0.07,1700,500,2300,700,0
0.08,1300,100,4200,700,100
0.09,1000,100,700,1100,100
0.1,1600,600,2200,500,100
0.2,1600,100,1500,1300,0
0.3,2700,100,2500,500,100
0.4,1900,200,5000,400,100
0.5,1900,100,1600,1200,300
0.6,1200,400,4000,600,100
0.7,2100,100,1200,700,100
0.8,1300,100,3700,500,100
0.9,1700,200,2800,700,200
1,2300,500,2000,600,100
