 ,DA,SA,LL,TV,VEC
1e-05,700,300,3200,1100,200
2e-05,500,100,1100,1000,200
3e-05,700,100,2700,800,100
4e-05,1300,400,1800,600,200
5e-05,400,100,3600,1700,100
6e-05,700,400,4100,1100,400
7e-05,500,200,4800,1000,100
8e-05,500,100,2200,1400,100
9e-05,400,100,3000,1000,100
0.0001,500,100,1900,900,100
0.0002,800,100,900,1100,100
0.0003,600,800,1800,900,300
0.0004,800,100,3800,1000,100
0.0005,800,200,900,900,100
0.0006,800,200,1000,800,300
0.0007,1100,200,4500,800,100
0.0008,1000,300,4400,1000,200
0.0009,1100,200,2000,900,0
0.001,1000,400,5400,1300,300
0.002,1500,200,5600,700,100
0.003,1200,200,1300,700,100
0.004,1601,100,1500,1000,100
0.005,2000,200,2000,900,0
0.006,900,100,4200,1000,700
0.007,1300,400,5000,800,200
0.008,1800,200,1800,900,0
0.009,1500,200,2400,1500,300
0.01,2100,200,3600,1000,100
0.02,1800,200,2100,900,200
0.03,1900,200,700,800,100
0.04,1200,400,6100,900,200
0.05,1500,100,2701,600,100
0.06,2800,200,3700,1900,200
0.07,2100,100,5601,900,100
0.08,2100,200,1500,800,200
0.09,3400,200,1100,900,301
0.1,2000,100,2100,800,100
0.2,1900,200,1900,600,200
0.3,2000,100,3300,1000,100
0.4,1800,100,2900,900,0
0.5,2000,200,800,1200,300
0.6,2800,100,4500,1100,200
0.7,4000,200,4900,1200,200
0.8,1500,401,2500,700,400
0.9,2500,300,1600,600,100
1,2100,600,4200,1900,401
