 ,DA,SA,LL,TV,VEC
1e-05,500,200,5000,900,100
2e-05,1000,100,2300,500,100
3e-05,600,100,5400,800,100
4e-05,800,100,5300,600,100
5e-05,1100,200,1600,600,100
6e-05,200,100,1400,500,100
7e-05,500,700,3700,700,100
8e-05,700,100,1400,900,200
9e-05,800,100,5500,700,0
0.0001,800,300,4200,900,200
0.0002,600,0,900,800,0
0.0003,1100,200,3300,1000,100
0.0004,700,200,1200,800,100
0.0005,1000,200,1700,1000,200
0.0006,600,100,1200,800,100
0.0007,800,400,2200,500,100
0.0008,800,100,1900,800,100
0.0009,900,200,1600,600,100
0.001,700,200,1900,500,400
0.002,1200,300,3500,800,100
0.003,1100,500,2701,1000,100
0.004,1300,200,1600,900,100
0.005,1000,100,900,700,0
0.006,1000,100,5401,500,100
0.007,1800,200,1800,900,200
0.008,1200,200,3600,1000,100
0.009,800,100,3101,700,100
0.01,1500,200,1900,1500,0
0.02,1900,200,1000,900,100
0.03,1500,100,3400,400,0
0.04,1600,600,4000,1300,100
0.05,1201,100,2200,800,100
0.06,1901,100,600,700,100
0.07,1100,200,2000,800,100
0.08,1300,200,2600,300,100
0.09,1100,200,1500,600,100
0.1,1400,600,200,600,100
0.2,1400,100,4300,700,100
0.3,1900,100,2300,1200,100
0.4,1500,300,4100,700,200
0.5,1800,100,2200,600,100
0.6,1600,200,5301,700,100
0.7,1700,100,2400,1000,100
0.8,2900,200,3300,900,100
0.9,2100,100,4200,800,100
1,2100,200,2200,1700,200
