 ,DA,SA,LL,CBT,TV,VEC
1e-05,2200,2800,2200,35203,4600,1501
2e-05,2000,1700,2300,49004,4401,1700
3e-05,1800,1800,3300,41104,5700,2100
4e-05,1600,1601,2600,65105,6001,1800
5e-05,1900,1600,2300,60005,6000,1701
6e-05,1600,1200,3300,31503,4400,2000
7e-05,1200,1100,1700,25702,3901,1400
8e-05,1501,1400,1500,35102,16002,1700
9e-05,1800,2200,2700,46504,5901,1900
0.0001,2200,2400,2700,30803,5500,2000
0.0002,2201,2100,1700,49804,5300,1800
0.0003,2200,2300,3200,66506,5400,1800
0.0004,2400,2300,3100,41104,5900,2000
0.0005,2300,2300,1900,32003,5900,1900
0.0006,2000,2900,3000,46104,5901,1900
0.0007,2900,1600,1401,55404,4500,1801
0.0008,2500,2600,3100,43603,6901,2300
0.0009,2300,2100,2100,46504,4401,1500
0.001,2600,2301,3000,50904,5501,2500
0.002,2100,1900,1500,37103,4301,1400
0.003,3001,2900,3800,46604,5100,1600
0.004,3500,2400,2200,60905,5201,2000
0.005,2201,2600,1500,28402,5400,1901
0.006,3300,2300,2400,39804,5000,1800
0.007,2900,2400,2400,37003,4701,2200
0.008,3500,2200,1600,36003,4800,1700
0.009,3800,2301,2600,34803,5600,2001
0.01,3601,2000,2700,69506,5800,2200
0.02,4501,1900,1700,56604,5301,1700
0.03,5201,18601,2300,77806,5801,2400
0.04,5400,2200,2300,48504,5300,2301
0.05,4600,2800,2100,33803,6200,2200
0.06,5800,1800,3101,46103,4801,2500
0.07,6501,2800,2300,43403,6801,2200
0.08,5501,2500,2000,53704,5701,1900
0.09,5701,2100,5100,49404,6401,2000
0.1,5400,2200,1500,33603,4300,1400
0.2,6200,1600,1601,73505,4201,1500
0.3,6900,2200,4800,61704,5701,2200
0.4,7301,2400,6100,66905,6000,2200
0.5,5401,1900,5900,41403,5201,1800
0.6,6301,2100,6000,52804,4901,2300
0.7,5800,1401,3400,43304,4500,1200
0.8,7001,1800,4300,48004,5000,1901
0.9,6400,2301,5001,47503,6101,2100
1,7800,2500,6301,80606,5801,2100
