 ,DA,SA,LL,TV,VEC
1e-05,13000,665309,53070877,32300,619208
2e-05,3500,19800853,54389194,106801,18661738
3e-05,3500,976612,55851613,69301,942812
4e-05,4100,137802,53667885,41100,135302
5e-05,6100,2884037,53375381,49700,2820836
6e-05,5700,1336217,53203379,82401,1318117
7e-05,5200,3916350,55019502,42900,3950551
8e-05,4100,405205,53529383,45701,407505
9e-05,3100,950512,54193592,38700,891412
0.0001,2900,2249729,53823886,43201,2194628
0.0002,3000,1623921,53536083,60901,1723822
0.0003,4800,2240829,52438969,68400,2256629
0.0004,5100,2939438,54008889,45200,2892937
0.0005,4700,3193641,52741373,63601,3175440
0.0006,3200,153602,53089077,47901,140802
0.0007,6900,2260828,52871975,64001,2221528
0.0008,5500,621308,53261580,21700,642408
0.0009,4400,4002851,53004477,14300,3941450
0.001,6901,243603,52688772,31600,238903
0.002,8300,899311,52915062,45700,896811
0.003,6400,2919737,52459876,33200,2942038
0.004,4300,10498834,73762743,41601,3968551
0.005,5400,3218841,52405372,55601,3211341
0.006,7600,3908650,52629374,42100,3806049
0.007,5600,4161453,53005179,48601,4157253
0.008,7500,2323131,52386379,65501,2242429
0.009,8901,3394552,53691727,34800,3371052
0.01,8901,1269822,52466341,60701,1236122
0.02,6400,887817,51943656,35001,900016
0.03,5501,2900552,51812943,51301,2868152
0.04,8701,2298941,54569193,43001,2207340
0.05,5401,2543346,52082749,25600,2648349
0.06,3600,244704,51890646,33501,240904
0.07,8800,1595129,51968946,32701,1554528
0.08,5800,1601430,51748742,52601,1560929
0.09,4500,2051837,52224750,38501,1990936
0.1,4100,2396830,52500058,31901,2444130
0.2,5600,1752332,52424159,115302,1696631
0.3,5800,3909773,53098180,43501,3792770
0.4,5800,1861935,52899072,57201,1829933
0.5,6500,1191122,52144864,30501,1184422
0.6,2600,1884035,53640896,46901,1852934
0.7,5000,2357645,54360824,36500,2333844
0.8,3200,3479073,52777612,19900,3446773
0.9,5000,2332643,55447923,56801,2121239
1,3900,3119156,53914383,48200,3124457
