 ,DA,SA,LL,TV,VEC
1e-05,13500,382907,5524104,31001,324206
2e-05,2100,2774153,5229799,28701,2334344
3e-05,1400,203004,5139598,29100,201104
4e-05,2300,68101,4823591,12001,63701
5e-05,2500,105502,4616788,25100,104702
6e-05,1600,254705,4628588,23400,239105
7e-05,1800,102802,4642788,30601,98102
8e-05,12000,229004,4697889,24701,229104
9e-05,1900,365207,4723389,4000,356907
0.0001,1700,148903,5017795,35801,174503
0.0002,2300,96902,5350902,18700,96202
0.0003,1900,7701,5466203,14501,8600
0.0004,3500,178303,5253100,26900,177404
0.0005,4000,158903,4695089,33701,166703
0.0006,3900,416308,5671108,7700,433208
0.0007,3000,115102,5064996,18100,113203
0.0008,3300,271605,5015695,15100,282906
0.0009,3100,403608,5314800,11501,359007
0.001,3100,179303,4705590,25200,182704
0.002,3300,64002,5578106,15800,67101
0.003,3700,399808,5573606,12300,415208
0.004,5000,326806,5573906,33300,319707
0.005,4700,63802,5628707,17600,62001
0.006,5200,148103,5707608,22701,142002
0.007,4200,311306,5355302,20600,304906
0.008,5100,161103,5934813,32900,170704
0.009,4700,48601,5649507,18001,45701
0.01,4701,355106,5683108,41000,343207
0.02,5601,12600,5693408,5600,15100
0.03,3800,416608,5382702,21301,430108
0.04,2900,190104,5108397,44601,183603
0.05,4400,431208,5775110,9600,425508
0.06,3500,392408,5902412,28100,401108
0.07,3600,401108,4978495,23600,384707
0.08,2900,431608,5681708,27700,405008
0.09,3601,195803,6027614,28801,195703
0.1,4500,5600,5826811,8300,7400
0.2,1900,445009,6065315,8600,428408
0.3,2400,72402,5811110,20901,70201
0.4,3700,147803,6175712,26701,141002
0.5,1600,297606,5205499,9000,288005
0.6,2700,184003,5315301,28301,170103
0.7,1600,375707,4978495,6500,390507
0.8,2500,77601,6210118,19101,76201
0.9,2700,54201,5347502,11700,42001
1,3200,106202,5430803,17101,96601
