 ,DA,SA,LL,TV,VEC
1e-05,2900,2584852,5721816,20400,2420250
2e-05,2100,381807,5645215,11600,370808
3e-05,3200,312306,5640615,25201,304506
4e-05,3901,322706,5515812,15000,321207
5e-05,3000,272806,5467911,19501,318406
6e-05,4000,367807,5455511,18201,342707
7e-05,3600,365207,5343409,13300,334507
8e-05,2100,101702,5097704,21200,102302
9e-05,3101,312306,5507512,12300,294906
0.0001,2800,240505,5235706,31601,240905
0.0002,3200,99102,5006602,19601,84201
0.0003,3400,30600,5572314,12800,31401
0.0004,3100,32401,4952400,30701,31701
0.0005,3500,18100,5279908,14300,22301
0.0006,4200,55301,5326108,17201,61201
0.0007,4000,326506,5198806,14000,324907
0.0008,4000,192504,5336509,34801,185804
0.0009,3900,48401,5294408,16700,44301
0.001,3200,217504,5146505,26401,214504
0.002,3200,229904,5238800,25800,229605
0.003,4500,202204,5117797,24901,196803
0.004,4500,240205,5258400,24600,237105
0.005,4200,294406,4952494,22700,275106
0.006,4500,215004,5302601,33601,207504
0.007,3900,376008,5221399,15800,354507
0.008,2600,208904,5601107,27700,189204
0.009,4600,207404,5627307,29801,219704
0.01,3400,26500,5418103,10500,25601
0.02,5800,186904,5602506,35601,169903
0.03,3400,4100,5251899,14000,4800
0.04,3100,316306,5442203,17501,319406
0.05,3800,123102,5515604,23001,122502
0.06,2500,375007,5375302,11700,396607
0.07,2900,69401,4979294,17400,69201
0.08,5500,89502,5392602,13000,88202
0.09,1500,318006,5302300,17000,302606
0.1,2100,354007,5329401,9900,367007
0.2,4200,138903,5703008,14500,138003
0.3,3700,8401,5384202,12000,8300
0.4,2600,84102,6081915,12500,88402
0.5,3600,76001,5569305,9601,69901
0.6,2200,391007,5701408,12900,389408
0.7,3901,25200,5429102,6000,25301
0.8,2900,162500,6056721,23700,151500
0.9,4300,105602,6747529,14201,104702
1,3001,250904,7005033,13501,256305
