 ,DA,SA,LL,TV,VEC
1e-05,2200,2166141,5671408,30601,2590249
2e-05,4100,392907,5382203,11100,387108
3e-05,2700,381008,5644207,13201,361507
4e-05,2600,183903,5336902,40501,169503
5e-05,2700,105102,5321702,27900,105302
6e-05,3600,28800,5100198,14900,29601
7e-05,2800,304806,4865793,24301,279805
8e-05,2300,353507,4872593,18400,332207
9e-05,2401,72801,4894393,13800,68802
0.0001,2700,163004,5354802,41001,174103
0.0002,2800,323607,5531205,16101,323106
0.0003,4500,208704,5500605,18900,210104
0.0004,7300,95602,5367103,19700,93102
0.0005,2700,80601,5178799,17201,75701
0.0006,3900,89302,5470204,15600,90602
0.0007,5100,81502,5166998,17501,79901
0.0008,5000,259705,5450903,22001,254004
0.0009,2500,41901,4686589,11800,39001
0.001,2900,113602,4885193,18400,99702
0.002,4600,392007,5280300,18201,382207
0.003,5301,49700,5720808,13700,59401
0.004,4000,237405,5415602,37901,242405
0.005,2600,57501,5047096,13100,53901
0.006,3200,88402,5021795,18700,79402
0.007,3800,315306,5008395,19500,274006
0.008,2900,59101,5307100,11401,53701
0.009,2700,4900,4849193,4800,6600
0.01,4900,354207,4826792,16901,334806
0.02,2200,307206,5310601,21101,288405
0.03,2900,118302,5261300,12400,113602
0.04,4800,3900,4986795,13700,4400
0.05,4300,287105,5234999,20001,271905
0.06,3700,152103,5206599,22800,142703
0.07,1700,361207,5047096,13400,375207
0.08,2000,1400,4737090,6400,4100
0.09,3900,250705,5590705,18201,257404
0.1,2800,258105,5535005,26201,269505
0.2,1900,125002,5507505,23400,137103
0.3,2000,23600,5182198,7801,23500
0.4,2501,195803,5223199,34900,183904
0.5,3500,281606,5860911,40801,276805
0.6,2900,39501,5695808,10700,39501
0.7,3100,76502,5736309,11500,76401
0.8,3100,59101,5750910,11600,54801
0.9,2100,197804,6262122,22201,168803
1,2300,329921,6299808,13200,346523
