 ,DA,SA,LL,TV,VEC
1e-05,9500,350907,5689408,40101,326506
2e-05,1900,51101,6032315,18400,54701
3e-05,2000,14600,5636407,14801,14000
4e-05,1900,251005,5542405,38701,237104
5e-05,1800,57401,5450603,18401,56001
6e-05,2200,204304,5410903,27701,191203
7e-05,2100,156403,5339001,26601,148703
8e-05,1600,58201,5299801,21600,53301
9e-05,1700,17200,5247500,10700,13700
0.0001,2500,430008,5361002,8700,415308
0.0002,3500,166704,5953413,32200,166903
0.0003,3700,166604,5535205,36000,167104
0.0004,3500,165503,5243700,35200,157303
0.0005,5100,423508,5502904,20401,406307
0.0006,4300,170603,5202599,25201,166003
0.0007,3300,427408,5611507,6200,432908
0.0008,4300,413508,5706708,13101,408207
0.0009,3600,256605,5531805,28600,242705
0.001,2400,28501,5242699,6200,28401
0.002,2800,52401,5362602,22201,48901
0.003,4400,332606,4996295,10000,324706
0.004,4900,353807,5454103,11001,349406
0.005,3100,8600,4845092,6200,9601
0.006,3100,86302,4686089,30500,92802
0.007,4700,187804,5437003,26900,177004
0.008,2900,88301,5484004,25201,85102
0.009,4400,419908,5282500,7801,462108
0.01,3800,159703,5163498,28100,159203
0.02,3800,17500,5170099,13900,17600
0.03,4700,354607,5426403,8300,345907
0.04,1600,198004,4615788,21100,195604
0.05,4600,108902,5257399,21201,118102
0.06,4900,301706,5488205,19100,268405
0.07,5000,237104,5179099,31300,234705
0.08,5100,155803,5293001,19900,155903
0.09,2600,105002,5122197,14500,98502
0.1,3300,124102,5352502,24700,122903
0.2,3700,63001,5316301,8600,65801
0.3,1800,142002,5237200,14600,130303
0.4,2800,89602,5446204,14800,86102
0.5,3501,368207,6635425,20701,400507
0.6,1300,122201,5644134,17900,108201
0.7,2100,234502,5662041,28401,220401
0.8,3100,235203,5951776,25801,244303
0.9,3401,104102,6505722,15000,94302
1,2400,171104,6603625,28100,167104
