 ,DA,SA,LL,TV,VEC
1e-05,15900,153203,5695005,26801,118002
2e-05,5001,2818952,5625703,20501,3442963
3e-05,3300,98602,5774506,26201,95902
4e-05,2400,138102,5518802,23201,124702
5e-05,2700,49501,5724905,11701,48301
6e-05,2800,387307,5812307,24901,393407
7e-05,2800,305305,5576703,26401,295205
8e-05,2800,247505,5456100,25501,232904
9e-05,2700,266105,5412200,23701,278205
0.0001,2100,232405,5538402,28400,207804
0.0002,3600,413007,5522002,7800,408208
0.0003,3600,327007,5532702,19400,311406
0.0004,4500,180703,5646504,27501,173503
0.0005,3500,18300,5674005,11000,18400
0.0006,3600,338007,5303997,18001,941017
0.0007,5201,301205,5645004,23100,283305
0.0008,4200,277205,5598303,23200,256705
0.0009,3700,9800,5493801,5501,11400
0.001,2500,158803,5660005,25300,145003
0.002,3700,336606,6083012,15101,331606
0.003,3400,305405,5304098,21901,269705
0.004,4700,273605,5774807,28000,273205
0.005,4001,356606,5692405,10600,362106
0.006,3100,62602,5488006,18800,52101
0.007,3600,342307,5450505,11200,341207
0.008,3800,24501,5562507,11701,23400
0.009,5500,93002,5493206,16000,89502
0.01,4600,350807,5918914,18301,386507
0.02,6600,107402,5741307,21301,103202
0.03,4700,95102,5295600,21900,86202
0.04,3300,309205,5229499,16200,300806
0.05,5300,269006,5835411,19700,261505
0.06,5300,206304,5909911,27201,197804
0.07,3200,237005,5959612,25200,236605
0.08,3101,316005,5751108,15500,360107
0.09,4400,263405,6059815,25900,283606
0.1,3700,365707,5920511,13001,375707
0.2,5000,213204,6111515,36101,192104
0.3,1900,297205,5741808,20500,276706
0.4,2900,121202,5780209,14100,122203
0.5,4300,170903,6422422,19600,175403
0.6,2500,193204,5940511,23401,190403
0.7,2700,109202,6827229,24400,109702
0.8,4800,207704,7175935,25401,215804
0.9,2900,47301,6773792,17701,41500
1,2600,135001,6992090,20200,137702
