 ,DA,SA,LL,TV,VEC
1e-05,11001,228104,5714608,26101,199404
2e-05,2600,332606,5695008,23401,306906
3e-05,3300,250005,5809811,29600,240305
4e-05,2300,105702,5772710,27001,96902
5e-05,2200,79201,5659708,21201,72701
6e-05,1800,252405,5509804,31201,243305
7e-05,3601,377107,5940613,10400,373807
8e-05,2900,57401,5836311,17301,55401
9e-05,2200,383807,5774910,13101,369707
0.0001,2200,130103,5620807,23900,127903
0.0002,2900,397808,5858811,11800,407408
0.0003,4300,17400,5547706,7400,20401
0.0004,4400,181904,5452404,28700,181604
0.0005,3100,37201,5564906,17200,45601
0.0006,3500,384508,5542505,10200,352107
0.0007,4200,283205,5535206,18900,269805
0.0008,3200,208104,5460604,26501,197504
0.0009,3300,323006,5474504,21901,317706
0.001,3501,152802,5730809,20700,150803
0.002,3500,116002,5668808,29000,118403
0.003,4300,51201,5426204,16400,50301
0.004,5800,226705,5437003,28901,207604
0.005,3700,113803,5363502,22000,110602
0.006,4900,89001,5607607,30201,101102
0.007,3200,196404,5421903,29000,186704
0.008,4800,30700,5413603,8001,31500
0.009,3400,403108,5389202,15601,394607
0.01,4600,406508,5522105,19200,403208
0.02,4100,244905,5022696,28500,242805
0.03,2700,169204,4528486,24200,164304
0.04,4100,136902,5308901,18901,140103
0.05,3900,200704,4805392,25500,198904
0.06,2300,364907,4872293,23500,378608
0.07,5301,1300,5512604,5101,2500
0.08,5100,79902,5486705,17200,76701
0.09,5300,49201,5309501,14800,55201
0.1,3000,223104,5398403,34401,228504
0.2,3300,253005,5496994,20600,246004
0.3,2500,249205,5725809,23500,235905
0.4,2300,88302,6087216,13600,74402
0.5,3600,198304,5453404,23200,226005
0.6,2500,260905,5151598,17100,261105
0.7,1800,363607,5698008,21900,421108
0.8,3000,157803,6194817,24601,149203
0.9,2400,354207,5251799,15401,437508
1,4400,192304,7281038,26901,192803
