 ,DA,SA,LL,TV,VEC
1e-05,3300,245904,5640873,23100,250603
2e-05,2400,121301,5664674,17800,111202
3e-05,2400,155102,5684374,29400,154002
4e-05,4200,161802,5567872,29101,180102
5e-05,2700,345104,5652973,23801,334204
6e-05,2500,333104,5585973,16300,315604
7e-05,3500,124502,5622873,23800,118601
8e-05,2800,14300,5445470,16401,14400
9e-05,2900,369505,5543472,36500,314604
0.0001,4300,256803,5452071,27200,245003
0.0002,2400,340805,6827488,19800,347805
0.0003,4900,198503,5847376,24900,204403
0.0004,4601,246903,5781475,30600,224203
0.0005,4100,366405,5463571,13400,349005
0.0006,2800,469406,5568773,12800,420505
0.0007,4900,130901,5664074,20800,132802
0.0008,5200,113101,5721275,25800,109301
0.0009,6500,823611,5874576,17300,272904
0.001,3701,205102,5592472,28500,210503
0.002,4600,91002,5483871,14600,95201
0.003,3700,252205,5670023,21601,244105
0.004,4300,423509,5643323,7400,419609
0.005,5100,362608,5470719,11000,353508
0.006,3700,389909,5863827,10800,374009
0.007,4700,72501,5535121,19400,69902
0.008,3300,391905,5707773,13501,389505
0.009,4100,380205,5632673,10900,356605
0.01,1800,132002,5693574,25300,132502
0.02,2301,63702,5811335,11600,63003
0.03,5800,261312,5768362,28301,273913
0.04,3200,363807,5730406,15900,346407
0.05,2400,143203,5795507,23200,147903
0.06,4500,192903,5458102,32601,183603
0.07,4100,202004,5722707,27101,196003
0.08,4100,314005,5491403,14900,317406
0.09,3100,110402,6043212,26501,126302
0.1,5200,138803,5796208,34500,143203
0.2,3700,6501,5709106,10700,7400
0.3,4400,107602,6074513,20100,105902
0.4,2900,54201,5481801,9201,45600
0.5,2400,306606,5793707,13201,316905
0.6,2600,239304,5989111,22401,233704
0.7,3200,145803,6509721,31401,160703
0.8,2800,171703,6418419,21501,171703
0.9,2900,84902,6522321,11400,83202
1,4100,22800,7147395,11100,21801
