 ,DA,SA,LL,TV,VEC
1e-05,2900,1938337,5788011,21700,2403546
2e-05,1500,16300,5741010,13901,17200
3e-05,4101,307805,5593707,22900,339806
4e-05,2100,256405,5362602,24001,266605
5e-05,3500,110803,5274500,19101,107902
6e-05,2600,344406,5558607,15100,373207
7e-05,4000,369107,5758510,18700,421008
8e-05,2500,275805,5696809,26201,284705
9e-05,2200,281305,5400004,22100,304006
0.0001,3200,76901,5375103,15500,77102
0.0002,3200,308806,5736010,22000,337706
0.0003,3000,117602,5836812,18100,109902
0.0004,3900,162304,5830511,30001,157603
0.0005,3800,370907,5405304,12100,427508
0.0006,3601,145502,5522305,24801,149403
0.0007,4200,64302,5486005,15000,61301
0.0008,6200,12800,5829512,12900,14000
0.0009,4601,143802,6141217,26301,154803
0.001,4100,406708,5664409,8600,467409
0.002,3500,148003,6061316,33201,143002
0.003,3000,186503,5747810,35201,183503
0.004,4000,309506,5775411,25300,356707
0.005,3800,190404,5598207,29200,186404
0.006,4400,272705,5591307,22701,293005
0.007,4300,196104,5500305,28300,197304
0.008,3800,197904,5393303,28300,190104
0.009,4900,258605,5638708,32700,260605
0.01,3100,21600,5755110,16401,22000
0.02,3100,176004,5055897,35800,164103
0.03,3900,319906,5500005,15901,343506
0.04,3600,41701,5754210,12200,40701
0.05,4600,307506,5791511,18701,325306
0.06,3300,346806,5771311,14700,381607
0.07,2700,10601,5711209,8700,10600
0.08,3800,114502,5475605,21401,107602
0.09,2300,33700,5190300,13300,33401
0.1,5100,7100,5322802,11700,7700
0.2,2600,407208,5696109,3500,528910
0.3,2101,168703,5531305,31201,149503
0.4,1300,334806,5482805,21500,360207
0.5,3000,211204,5494605,37700,220504
0.6,3800,27501,5652174,8000,23901
0.7,2400,260403,6158581,26400,268303
0.8,4200,180403,5958514,21900,181204
0.9,2200,1900,5779010,7900,3600
1,4000,73902,7202336,14200,70301
