 ,DA,SA,LL,TV,VEC
1e-05,10901,51601,5617106,10501,46501
2e-05,2800,2020838,5611407,14200,2824354
3e-05,1701,23500,5498004,9300,23101
4e-05,1500,132402,5370602,20501,130902
5e-05,3300,333606,5673108,15900,364507
6e-05,2600,392507,5613707,4700,425008
7e-05,1900,5900,5523805,9700,7400
8e-05,3100,235805,5565006,29900,232405
9e-05,4100,319406,5735009,14001,345806
0.0001,3700,94002,5586106,29501,87801
0.0002,2901,195503,5787610,34300,203504
0.0003,3800,273105,5567606,17501,331406
0.0004,3100,53801,5775710,14200,61602
0.0005,4100,386607,5444804,14200,406708
0.0006,4000,230004,5549506,26000,233804
0.0007,4500,220205,5671208,27500,219904
0.0008,4200,154903,5519605,31201,145902
0.0009,4000,165003,5555106,30600,163803
0.001,4000,136902,5601507,25500,134703
0.002,6700,232705,5641907,27301,239704
0.003,5200,20501,5550505,9500,18201
0.004,4800,264205,5561506,28801,254905
0.005,3400,151903,5685509,34800,176004
0.006,5600,338906,5594407,20000,363907
0.007,4700,232505,5523505,35401,229804
0.008,4500,378507,5692708,25901,424108
0.009,5700,179703,5615307,26200,176904
0.01,4500,7000,5521405,9700,7101
0.02,3100,192504,5447304,24100,190604
0.03,5300,370007,5670408,33400,398908
0.04,6000,214805,5779810,38300,210004
0.05,3700,1900,5110198,7800,4600
0.06,5501,299205,5984913,52101,311706
0.07,4500,339306,5648608,25000,372107
0.08,2900,381107,5848311,36901,413208
0.09,5800,169703,5792011,33000,140803
0.1,3600,258205,4729690,39601,289905
0.2,4000,238404,5654008,42701,250804
0.3,2900,276705,5547905,46701,352107
0.4,2900,411106,6170885,20801,464106
0.5,4400,41101,6187918,9900,42301
0.6,2201,350706,6035414,34401,348106
0.7,4500,158904,6040614,15400,160204
0.8,2700,175003,5926413,30600,162904
0.9,3100,377507,5991214,19900,433408
1,3700,220304,5676308,22400,223005
