 ,DA,SA,LL,TV,VEC
1e-05,3000,390407,5794710,9501,441808
2e-05,1800,72901,5779610,24100,74101
3e-05,2400,365707,5715509,6000,427208
4e-05,2600,334606,5409503,22500,370407
5e-05,2501,222704,5476803,30201,229404
6e-05,2200,223504,5369402,23601,237804
7e-05,3300,357507,5726809,14700,414208
8e-05,2400,341706,5494305,7800,363907
9e-05,3200,335807,5372302,10200,383907
0.0001,3200,257705,5442903,27701,270805
0.0002,4800,310606,5935713,26000,318506
0.0003,2500,147303,6364021,31901,143902
0.0004,3200,329406,5838511,21600,351607
0.0005,5600,210404,5855511,39201,214304
0.0006,4200,65901,5735009,22400,61702
0.0007,5500,187504,5653607,33201,207904
0.0008,5600,198504,5862911,35701,205904
0.0009,3000,8100,5935413,14100,8800
0.001,4900,186804,5872111,35001,194304
0.002,5600,121402,5580406,33001,120002
0.003,5900,127302,5827311,18000,127003
0.004,3800,336006,5628307,18500,373607
0.005,4400,5900,5911212,11100,7900
0.006,4800,241405,5633807,32401,234504
0.007,4000,13000,5547106,17200,13000
0.008,4900,285705,5874312,20100,264705
0.009,4500,361607,5655208,16100,379507
0.01,4001,308505,5654907,20100,333507
0.02,4600,45901,5525904,11601,45901
0.03,4000,96702,5713509,18100,96602
0.04,2400,6700,5795710,5300,6701
0.05,3801,48000,5422602,19200,42201
0.06,3000,71301,5957513,21201,75001
0.07,3900,185103,5895212,34201,188804
0.08,4400,302106,5008595,24400,332707
0.09,3900,234104,5575806,41901,244604
0.1,4300,353107,5013595,30000,399708
0.2,4100,105797,6907620,23300,108697
0.3,2000,287103,5569171,25201,305204
0.4,5200,160003,5909212,38000,156703
0.5,3101,159203,6004414,21000,156903
0.6,3700,156803,4942094,24600,154203
0.7,2600,189804,4825592,23400,171803
0.8,2400,182703,6688527,31801,174003
0.9,2600,256805,5032296,10000,244204
1,4000,20800,5094597,7301,21800
