 ,DA,SA,LL,TV,VEC
1e-05,500,300,3600,2201,400
2e-05,400,200,2400,1700,200
3e-05,1201,700,3800,1900,200
4e-05,1100,200,3300,1000,100
5e-05,400,0,5400,800,100
6e-05,400,200,1400,1200,100
7e-05,800,400,1200,1000,100
8e-05,500,100,2900,1100,100
9e-05,600,200,5301,1100,100
0.0001,1000,300,6101,1500,300
0.0002,1000,200,3201,1900,200
0.0003,1000,200,1800,1300,100
0.0004,1100,300,1000,1000,300
0.0005,1400,200,3500,1200,200
0.0006,1300,200,2700,1100,400
0.0007,2800,200,2400,1100,100
0.0008,2600,200,3600,1200,200
0.0009,1000,200,5600,900,200
0.001,1500,300,5400,1300,200
0.002,1400,700,2000,2100,400
0.003,1200,200,4500,1000,100
0.004,2701,200,1100,1000,100
0.005,2000,200,1100,600,100
0.006,2000,300,1600,1101,0
0.007,1500,300,2700,1800,100
0.008,1000,200,1700,1700,100
0.009,2500,200,3600,1000,100
0.01,2200,200,2500,1000,100
0.02,2100,400,4900,1000,100
0.03,1500,300,5100,800,200
0.04,1700,300,2200,800,200
0.05,1300,300,3700,1200,200
0.06,1800,400,4300,800,100
0.07,1500,400,6000,700,300
0.08,2101,300,4200,1000,300
0.09,1900,200,6500,800,200
0.1,3700,400,1200,1000,400
0.2,3500,200,3001,900,100
0.3,1800,200,5500,800,300
0.4,2300,400,2000,900,200
0.5,1800,200,6200,900,100
0.6,1900,600,5400,800,900
0.7,1800,200,3100,900,100
0.8,2000,100,700,800,200
0.9,1500,200,6400,800,200
1,2300,200,3300,1400,200
