 ,DA,SA,LL,TV,VEC
1e-05,2900,1687824,6432292,35201,203302
2e-05,7700,2198831,6167588,23200,282604
3e-05,2100,282904,6118387,15501,36900
4e-05,2900,2665638,6431291,23301,258403
5e-05,2300,955614,6273189,33301,126901
6e-05,2800,2265432,6087287,14000,333005
7e-05,8700,1617123,6064686,32601,183902
8e-05,2700,1519222,6014886,45200,173403
9e-05,3500,584509,6873998,21200,83801
0.0001,2900,976014,6459492,38001,146602
0.0002,2700,502808,6629594,21300,64501
0.0003,2500,579508,6399791,27201,70001
0.0004,3400,1647623,6349391,34700,194803
0.0005,3400,107001,6736396,16600,17401
0.0006,3300,399906,6366191,25200,53001
0.0007,3600,3111045,6247889,8600,413006
0.0008,5300,2680738,6296390,14800,310104
0.0009,4000,2864541,6376390,14601,304404
0.001,3500,3001043,6220989,21400,403806
0.002,4500,21500,6332590,14401,3900
0.003,3900,91401,6297090,4100,14600
0.004,4900,1943827,6064187,27800,219103
0.005,3700,2798440,6384290,20101,320904
0.006,3700,2398134,6099887,18200,236603
0.007,4400,850912,6709796,19200,99601
0.008,4100,2292833,5894184,15100,253204
0.009,3000,1749025,5788782,35401,173902
0.01,3800,705010,6045086,20200,70001
0.02,4300,377906,6243489,17600,48401
0.03,3100,12900,6479792,11500,3401
0.04,2700,2421634,6053486,14601,287104
0.05,6800,2788140,6050486,26200,316105
0.06,3801,694209,5809382,20801,79501
0.07,2400,940214,6626794,23901,130401
0.08,6200,1604523,6167988,31401,147702
0.09,2600,2814940,6265189,10800,303804
0.1,5200,2536936,6298190,28100,309505
0.2,3200,2131131,6455792,37500,266704
0.3,2900,363405,7247702,18200,51701
0.4,2000,858212,7065101,14000,105902
0.5,3600,2619237,7247904,37100,335405
0.6,2200,2893042,7035100,19100,338405
0.7,4900,2094030,8079115,38501,207102
0.8,3500,223304,8526221,15201,31300
0.9,4600,104802,8930427,14600,16501
1,2700,2925884,9020251,20600,354898
