 ,DA,SA,LL,TV,VEC
1e-05,1300,700,5900,3800,900
2e-05,500,500,16400,3000,900
3e-05,600,500,6400,3700,1400
4e-05,800,600,18201,4000,600
5e-05,600,400,16400,3200,900
6e-05,800,1000,10300,3200,1000
7e-05,500,500,7901,3700,900
8e-05,700,500,17400,3800,900
9e-05,900,600,10200,3100,1000
0.0001,500,500,13100,3000,900
0.0002,1100,700,9200,3800,1000
0.0003,800,700,15900,4000,1000
0.0004,1400,700,13601,3600,1200
0.0005,1000,1800,18601,3500,1000
0.0006,1000,1800,9100,4000,900
0.0007,800,800,14200,3800,1700
0.0008,900,800,9300,4901,1100
0.0009,1000,600,17900,5500,700
0.001,900,800,7100,4600,1000
0.002,700,700,16900,3100,1100
0.003,1200,1300,19700,4300,700
0.004,1100,700,9201,4500,1100
0.005,900,600,16200,3300,1300
0.006,1100,700,14900,3600,900
0.007,1200,1300,14400,3900,600
0.008,700,600,3300,3100,1100
0.009,1200,600,4100,3501,1900
0.01,1000,700,2200,4500,900
0.02,1200,700,8701,3400,1200
0.03,800,2000,2400,2400,1000
0.04,800,900,17500,2800,1100
0.05,900,800,4000,2200,1100
0.06,1000,700,14000,3500,1500
0.07,1100,800,11301,4500,1200
0.08,800,800,9500,2400,1000
0.09,1000,700,9401,4800,1000
0.1,900,800,9400,2500,1200
0.2,1100,700,14700,2600,1100
