 ,DA,SA,LL,TV,VEC
1e-05,1200,15924827,61201972,49101,2463935
2e-05,1200,21437205,62382590,79001,3299447
3e-05,1000,13327090,62874296,114102,2048329
4e-05,700,3758054,62704393,28201,550508
5e-05,1100,18908470,62765294,121902,2674538
6e-05,1400,714910,61744080,51501,111402
7e-05,900,12272075,62567092,91301,1853427
8e-05,1000,12236075,63063398,86302,1849926
9e-05,1100,16317833,61390375,123301,2358134
0.0001,1300,16042328,62972798,107901,2509636
0.0002,1800,5505778,60873168,53500,788712
0.0003,1600,1263018,61484276,28301,192403
0.0004,1800,25878368,61132872,38800,4298962
0.0005,1600,23584736,61550677,97301,3630452
0.0006,1600,7368505,61200472,55701,1193417
0.0007,1700,387006,62542091,35700,58901
0.0008,1800,20823497,61094271,103901,3142745
0.0009,2500,25697466,60381561,83201,3903856
0.001,2400,17256346,60848867,83001,2563137
0.002,3400,23011628,62254085,91601,3600451
0.003,2100,2403134,61430876,51701,315704
0.004,3400,13981600,60970570,114002,2137830
0.005,3400,645309,61083268,41101,96701
0.006,3400,17933856,62238287,60401,2727439
0.007,3100,22690124,61745880,79601,3547050
0.008,3900,23578736,62378789,72201,3591751
0.009,3300,9992342,70208398,69001,1477521
0.01,3501,6423591,97851193,45901,896413
0.02,3700,6760196,61419777,69101,936513
0.03,3000,2152831,62254188,38600,268704
0.04,3900,3721753,62554392,40300,506908
0.05,3900,20377190,58905741,25100,3096944
0.06,2900,11702856,59506594,37901,1768224
0.07,3000,18191253,59972032,42200,2755838
0.08,3800,771911,60034430,21700,117102
0.09,3300,10982952,60052130,53500,1634423
0.1,2700,14054694,59222017,54101,2122029
0.2,3500,6363389,59988842,49400,893613
0.3,5700,16866036,58716122,78001,2543136
