 ,DA,SA,LL,TV,VEC
1e-05,4500,2517536,6308090,29601,306504
2e-05,3400,5527678,6069087,19000,2560337
3e-05,2500,1635023,6208589,32800,171503
4e-05,2400,544008,6550593,28400,74001
5e-05,2400,2717039,6040586,18700,350505
6e-05,3100,1328319,7231103,24300,128502
7e-05,2800,2251833,6013085,16600,280904
8e-05,2600,71901,6998999,8000,9701
9e-05,2600,1752825,5880184,24300,206503
0.0001,2600,2452235,5786483,25400,328705
0.0002,3100,898413,8132116,24700,121202
0.0003,3500,3094644,6355991,28400,281604
0.0004,3900,1585623,6322190,36301,130701
0.0005,4300,61401,6752896,19700,9400
0.0006,4100,1404420,6338890,40300,121402
0.0007,5700,2577937,6341590,29300,281004
0.0008,6700,510808,6772296,26401,70701
0.0009,4000,1383920,6227088,34701,130002
0.001,5700,642110,6544593,20300,89201
0.002,3700,694310,6463292,16900,83601
0.003,5400,2158831,6286690,29700,174803
0.004,4500,996914,6737496,35401,132402
0.005,5200,2903742,6335491,13201,312804
0.006,5400,497007,6696497,16100,65101
0.007,4700,301004,6548295,13400,42801
0.008,3100,2727839,6520094,27600,358305
0.009,5300,2982343,6369491,14901,395205
0.01,3000,376806,6577295,28500,54901
0.02,3600,1782525,6236389,41201,162502
0.03,5501,1832626,6125687,42801,183402
0.04,3300,386905,6438992,27401,47400
0.05,4000,2210432,6260389,33000,207603
0.06,2900,427306,7124001,25701,61901
0.07,4900,1159916,6341891,39400,142402
0.08,4000,755810,6776996,24601,103001
0.09,4201,448706,7012299,18301,51600
0.1,4000,740710,7005300,28200,84202
0.2,2800,1433521,6857897,35501,149702
0.3,5800,1734424,6948999,31301,148102
0.4,2400,1924828,7192402,35801,213403
0.5,2900,3179345,7718310,12500,400506
0.6,3700,1819126,7704511,30100,199403
0.7,4301,2211332,8114117,19601,208703
0.8,3600,2445134,8408020,21900,349205
0.9,4400,1580722,8362019,27401,151202
1,3100,1387520,8219217,26201,169002
