 ,DA,SA,LL,TV,VEC
1e-05,1900,1500,3000,4300,1000
2e-05,1900,2000,6500,5300,1200
3e-05,1800,1701,4600,4700,1200
4e-05,1600,2500,5900,4000,1300
5e-05,1500,1600,4100,4000,1600
6e-05,1200,2400,3200,5900,1200
7e-05,1200,2300,3600,4200,1100
8e-05,1300,2400,6800,3900,1000
9e-05,1100,2100,7200,3800,1600
0.0001,1200,1500,7200,4400,1100
0.0002,1100,1400,3100,4300,1500
0.0003,1200,2100,4900,4600,2200
0.0004,1300,2200,2800,4500,1200
0.0005,2200,1700,6800,4900,1400
0.0006,3100,1600,4800,5500,1800
0.0007,1900,2300,3100,4500,1000
0.0008,2900,1400,5300,5500,1000
0.0009,1600,1400,5300,4100,1900
0.001,1700,1500,4200,4200,1700
0.002,1200,1600,6600,4300,1400
0.003,1800,2600,5500,4400,1000
0.004,1900,1600,5500,4800,2100
0.005,1800,3200,3800,4500,1200
0.006,1600,1900,4100,4300,2000
0.007,2100,1400,3700,4300,2000
0.008,3000,1500,2500,5100,1600
0.009,1800,2400,3000,4800,900
0.01,2400,1300,4400,4100,1000
0.02,2800,1700,6200,4400,1000
0.03,3500,1600,6100,4200,2200
0.04,2500,1600,6200,3800,1400
0.05,2100,1400,4500,3800,1000
0.06,2400,1800,5400,4200,1100
0.07,2800,1800,4000,4000,1100
0.08,2400,1500,6500,4100,1000
0.09,3600,1500,3400,4500,1200
0.1,3200,1600,5500,5200,1100
0.2,3200,2200,5500,4100,1600
