 ,DA,SA,LL,TV,VEC
1e-05,18300,6622494,11017556,24298945,7104801
2e-05,6000,4540465,10208845,25457261,7008000
3e-05,6700,4734367,10041243,25362660,6745695
4e-05,4700,4538064,10190345,24433447,6785696
5e-05,4300,4470964,10067243,24880753,6714895
6e-05,6200,4692867,11150358,24390246,6876198
7e-05,6300,4641066,10226845,24802452,7012399
8e-05,6200,4615266,10267546,22509919,6124987
9e-05,6000,4613766,10034942,23512334,6041686
0.0001,6901,4396062,10281246,22701522,6069486
0.0002,5800,4753768,10113743,22456719,6406291
0.0003,7100,4244860,10328147,28005097,6152588
0.0004,6400,4663867,10223345,22582720,6578594
0.0005,8200,4604066,9569336,23361631,6131887
0.0006,9100,4776868,9535536,22500819,6056886
0.0007,9700,4778368,9556736,22484119,6120187
0.0008,9101,4682066,9717438,22516219,6145087
0.0009,9600,4621266,9750638,22464819,7412705
0.001,14301,4791968,9675137,22654822,6168487
0.002,11300,4774968,8937927,22620721,6154588
0.003,13000,4681267,9296532,22592621,6042786
0.004,11800,4597666,9069829,22589520,6117487
0.005,10500,4295261,9377034,22639521,6024286
0.006,11600,4616366,9207131,22587522,6062586
0.007,11200,4791869,9701938,22574521,6099086
0.008,15100,4778468,9355733,22664122,6069786
0.009,13500,4595165,9469635,22577020,10185245
0.01,13501,6771596,9206930,22790824,7043600
0.02,18801,4874225,9282038,22524279,6058356
0.03,17901,4702567,9351533,22820927,6215189
0.04,30901,4810869,9393134,22723425,6369591
0.05,76301,4680867,9475135,22907727,8243518
0.06,81601,4458764,9371034,22833126,6358791
0.07,91201,4807069,9389134,22794425,6235089
0.08,119501,4832069,9469635,22656223,6097287
0.09,113301,4659967,9364934,22750524,6090787
0.1,125802,4868470,9361234,23750342,6123888
0.2,121802,4575165,9209831,22706623,6116887
