 ,DA,SA,LL,TV,VEC
1e-05,1900,6200,7900,5001,1300
2e-05,1000,1300,7600,4400,1200
3e-05,1500,2300,14500,6300,1200
4e-05,1900,1400,6900,4700,1100
5e-05,2400,2500,16800,4900,1301
6e-05,1300,3000,6800,5000,1600
7e-05,1600,3100,12300,5400,1400
8e-05,1900,3700,7301,5100,1100
9e-05,1000,3000,11001,4600,1400
0.0001,1300,2000,4100,5600,1200
0.0002,1500,2600,4000,5000,1501
0.0003,1700,3500,9600,5900,1400
0.0004,1600,2700,14800,5900,1400
0.0005,1600,2400,7400,6400,1100
0.0006,1800,3700,16601,5400,1200
0.0007,1800,2200,11500,5000,1700
0.0008,2600,2700,7700,5501,1900
0.0009,1900,2100,13000,5300,1400
0.001,2000,2500,19100,4900,1400
0.002,3700,2400,8200,5000,1200
0.003,2200,1500,12500,4700,1000
0.004,2500,2000,7701,6000,1200
0.005,2900,2300,20000,5300,1300
0.006,2500,3600,15400,5700,1300
0.007,3900,1900,8900,5000,2200
0.008,2700,1900,8800,4400,1200
0.009,2300,2300,5200,5500,1300
0.01,2600,1800,14201,5100,1000
0.02,3800,2500,5100,5300,1600
0.03,2400,2100,5000,4300,1700
0.04,2300,2500,14200,4000,1900
0.05,3700,2300,16100,4100,1400
0.06,2600,2000,4500,4800,1300
0.07,4000,2400,3400,4200,1100
0.08,2700,1700,8400,4000,1200
0.09,3700,2300,7800,4100,1700
0.1,4101,2600,15600,4800,1700
0.2,2900,3300,5400,4200,2000
