 ,DA,SA,LL,TV,VEC
1e-05,240704,5978286,9335234,23799842,6270191
2e-05,6000,4245361,9551138,22885929,7088902
3e-05,4100,4260461,9376135,23423037,6099287
4e-05,6501,4301861,9484236,22904829,7156903
5e-05,6000,10107545,12599482,25057060,6122588
6e-05,5401,5408477,9287133,22848329,7172603
7e-05,5200,4821170,9527137,23958544,6054887
8e-05,6300,4585966,11218662,22921929,6149589
9e-05,6400,4331863,13112088,22734727,6041987
0.0001,7300,5535680,9172732,22851129,7058501
0.0002,9600,7367006,15203519,35776715,8434221
0.0003,10200,15264720,9236133,22911130,7386206
0.0004,8900,4537966,9428235,22828229,7192303
0.0005,9000,6870799,9076231,22803228,12856785
0.0006,10900,4528765,9577238,22786528,6081887
0.0007,11900,4690767,10503951,22804728,6048487
0.0008,11200,4608667,9438236,23976745,8525022
0.0009,13400,6025386,13043488,28155205,6160889
0.001,12000,4339563,10484851,22759027,6037087
0.002,23901,4627866,9507436,23721641,6040487
0.003,23800,4406063,9507437,22992331,6137188
0.004,27100,4689068,9553238,22857628,6123388
0.005,27201,4591466,9349234,23986446,6075587
0.006,30801,4268461,9440936,27558797,8122517
0.007,36100,4803870,9353635,22945330,6052687
0.008,31400,4599666,10424050,22937231,6086487
0.009,30700,4625067,9603439,23023831,6066788
0.01,37901,4549065,9687640,22871329,6062887
0.02,49600,4352264,9381737,23063037,6055489
0.03,59601,4487966,9280536,22894134,6044889
0.04,80101,4781768,9493037,23812343,6041287
0.05,98101,4647166,9578535,23011425,6021585
0.06,112201,4578961,10037932,22970103,6105180
0.07,119502,4410763,9882140,22962426,6022786
0.08,126402,4617565,9682838,22862826,6035186
0.09,100901,4538265,10251146,22945227,6100687
0.1,122202,4455663,9789540,23256031,6130888
0.2,159903,4891501,9949506,22966774,6145626
0.3,137002,4832771,9893344,22930435,6066788
0.4,143202,4657368,10791857,22866932,6036188
0.5,147902,4175960,11026458,22891529,6072787
0.6,155902,4708569,11285264,22928934,6083388
0.7,155302,4710669,11259964,27290397,6145790
0.8,157403,4545666,11102061,23106436,6154390
0.9,148502,4723669,12464581,22840833,6063488
1,165802,4522165,12649681,22825026,6067587
