 ,DA,SA,LL,TV,VEC
1e-05,1300,1800,6600,5800,1100
2e-05,2100,1800,7900,4400,1400
3e-05,1100,1400,6900,4700,1000
4e-05,1300,1300,5100,4000,1000
5e-05,1500,1500,3900,4300,1300
6e-05,1800,1300,3600,5000,1800
7e-05,2600,2100,2600,4200,1500
8e-05,1200,1900,6000,3700,1100
9e-05,1700,3600,2800,6200,1300
0.0001,1900,2900,3900,4600,1300
0.0002,1800,2000,6401,5400,1100
0.0003,1400,2400,5800,4900,1200
0.0004,1500,1900,5400,4700,1300
0.0005,2000,1900,5300,6100,1100
0.0006,4000,1700,4500,5801,1000
0.0007,2400,2100,5100,4200,1000
0.0008,2000,2900,3200,4500,1500
0.0009,2100,2400,5300,3900,1200
0.001,2300,2000,4200,4500,1900
0.002,2000,2000,6600,4200,1400
0.003,2500,2200,7600,4700,1400
0.004,2500,2100,7000,4400,2600
0.005,2900,2400,4400,4300,1600
0.006,1500,1800,3600,4400,1100
0.007,2700,1600,3001,4000,1000
0.008,2800,1501,3000,4400,1100
0.009,2500,2000,5200,4000,1100
0.01,2600,1500,4200,5701,1200
0.02,2000,1900,2000,4000,1300
0.03,2200,3300,4800,4000,2000
0.04,2500,1900,6600,3900,1000
0.05,3000,2100,5100,4200,1100
0.06,2501,1500,4700,3800,1400
0.07,2400,1800,3900,4000,1200
0.08,2801,1500,3400,4700,1600
0.09,3800,1700,3300,4500,1000
0.1,3300,3500,3600,4100,1100
0.2,3800,1800,7500,4300,1000
0.3,4300,1400,7800,3900,1400
0.4,3900,1500,3001,4500,1400
0.5,3400,2700,5700,3900,1200
0.6,4900,1700,3500,4300,1400
0.7,4800,1500,7400,3600,1200
0.8,3700,1800,7400,4800,1000
0.9,4501,2200,8100,5000,1100
1,4100,2300,9800,4200,1000
